qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source	_gene_id	accession	homolog_rank
g16245.t1	tr|A0A6J1MQI2|A0A6J1MQI2_BICAN	40.097	414	423	395	97	1.64e-96	303.0	tr|A0A6J1MQI2|A0A6J1MQI2_BICAN Serine protease inhibitor 2.1-like OS=Bicyclus anynana OX=110368 GN=LOC112043784 PE=3 SV=1	TrEMBL	g16245	A0A6J1MQI2	10
g17097.t1	tr|A0A921ZH24|A0A921ZH24_MANSE	38.389	422	418	413	100	2.83e-95	301.0	tr|A0A921ZH24|A0A921ZH24_MANSE CHK kinase-like domain-containing protein OS=Manduca sexta OX=7130 GN=O3G_MSEX009861 PE=4 SV=1	TrEMBL	g17097	A0A921ZH24	9
g17097.t1	tr|A0ACC0KY39|A0ACC0KY39_CHOFU	36.905	420	418	418	99	2.9299999999999996e-95	301.0	tr|A0ACC0KY39|A0ACC0KY39_CHOFU CHK kinase-like domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_009356 PE=4 SV=1	TrEMBL	g17097	A0ACC0KY39	10
g13778.t1	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO	57.54	252	258	257	97	1.0600000000000001e-99	300.0	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO trypsin OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS9456 PE=4 SV=1	TrEMBL	g13778	A0A8S3WRX1	4
g13778.t1	tr|A0A8S3WTZ1|A0A8S3WTZ1_PARAO	62.069	232	258	258	89	3.18e-99	299.0	tr|A0A8S3WTZ1|A0A8S3WTZ1_PARAO (apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS9454 PE=3 SV=1	TrEMBL	g13778	A0A8S3WTZ1	5
g4994.t1	tr|A0A7E5VC21|A0A7E5VC21_TRINI	91.503	153	153	176	100	2.05e-102	298.0	Nucleoside diphosphate kinase OS=Trichoplusia ni OX=7111 GN=LOC113492544 PE=3 SV=1	TrEMBL	g4994	A0A7E5VC21	2
g4994.t1	tr|A0A9N8KXX8|A0A9N8KXX8_CHRIL	91.503	153	153	176	100	2.39e-102	298.0	Nucleoside diphosphate kinase OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS9572 PE=3 SV=1	TrEMBL	g4994	A0A9N8KXX8	3
g17098.t1	tr|A0ACC0KX71|A0ACC0KX71_CHOFU	36.5	400	421	421	95	3.65e-94	298.0	tr|A0ACC0KX71|A0ACC0KX71_CHOFU CHK kinase-like domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_009357 PE=4 SV=1	TrEMBL	g17098	A0ACC0KX71	5
g4994.t1	tr|A0ABN8B877|A0ABN8B877_CHISP	90.85	153	153	153	100	2.54e-102	297.0	Nucleoside diphosphate kinase OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS9205 PE=3 SV=1	TrEMBL	g4994	A0ABN8B877	4
g4994.t1	tr|A0A6J1NYU0|A0A6J1NYU0_BICAN	90.85	153	153	153	100	5.59e-102	296.0	Nucleoside diphosphate kinase OS=Bicyclus anynana OX=110368 GN=LOC112054803 PE=3 SV=1	TrEMBL	g4994	A0A6J1NYU0	5
g4994.t1	tr|Q8MUR5|Q8MUR5_CHOPR	90.85	153	153	153	100	1.02e-101	296.0	Nucleoside diphosphate kinase OS=Choristoneura parallela OX=106495 PE=2 SV=1	TrEMBL	g4994	Q8MUR5	6
g4994.t1	tr|A0A9N9W764|A0A9N9W764_9NEOP	90.85	153	153	153	100	1.0499999999999999e-101	296.0	Nucleoside diphosphate kinase OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS1347 PE=3 SV=1	TrEMBL	g4994	A0A9N9W764	7
g4994.t1	tr|A0AAD7Z0G8|A0AAD7Z0G8_MYTSE	90.196	153	153	176	100	1.96e-101	296.0	Nucleoside diphosphate kinase OS=Mythimna separata OX=271217 GN=PYW07_014729 PE=3 SV=1	TrEMBL	g4994	A0AAD7Z0G8	8
g4994.t1	tr|A0A835GJ17|A0A835GJ17_SPOEX	91.503	153	153	153	100	1.4099999999999999e-101	295.0	Nucleoside diphosphate kinase OS=Spodoptera exigua OX=7107 GN=HW555_006012 PE=3 SV=1	TrEMBL	g4994	A0A835GJ17	9
g4994.t1	tr|A0A2W1BB94|A0A2W1BB94_HELAM	90.85	153	153	153	100	1.91e-101	295.0	Nucleoside diphosphate kinase OS=Helicoverpa armigera OX=29058 GN=HaOG214038 PE=3 SV=1	TrEMBL	g4994	A0A2W1BB94	10
g17098.t1	tr|A0A921ZFB5|A0A921ZFB5_MANSE	37.915	422	421	412	99	6.04e-93	295.0	tr|A0A921ZFB5|A0A921ZFB5_MANSE CHK kinase-like domain-containing protein OS=Manduca sexta OX=7130 GN=O3G_MSEX009922 PE=4 SV=1	TrEMBL	g17098	A0A921ZFB5	6
g3538.t1	tr|A0A4C1ZN00|A0A4C1ZN00_EUMVA	42.162	370	369	423	99	9.429999999999999e-94	294.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1		g3538	A0A4C1ZN00	5
g13778.t1	tr|A0A4C1WHF6|A0A4C1WHF6_EUMVA	64.103	234	258	254	90	2.27e-97	294.0	tr|A0A4C1WHF6|A0A4C1WHF6_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45629_1 PE=3 SV=1	TrEMBL	g13778	A0A4C1WHF6	6
g19654.t1	tr|A0ACC2QQQ4|A0ACC2QQQ4_9NEOP	61.255	271	260	265	99	1.64e-96	293.0	tr|A0ACC2QQQ4|A0ACC2QQQ4_9NEOP Nuclear receptor-binding factor 2 MIT domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_003217 PE=4 SV=1	TrEMBL	g19654	A0ACC2QQQ4	3
g19654.t1	tr|A0AAD7YIY1|A0AAD7YIY1_MYTSE	60.886	271	260	266	99	1.33e-96	293.0	tr|A0AAD7YIY1|A0AAD7YIY1_MYTSE Nuclear receptor-binding factor 2 MIT domain-containing protein OS=Mythimna separata OX=271217 GN=PYW07_003302 PE=4 SV=1	TrEMBL	g19654	A0AAD7YIY1	4
g13778.t1	tr|A0ACC1DFX3|A0ACC1DFX3_9NEOP	57.031	256	258	255	98	7.24e-97	293.0	tr|A0ACC1DFX3|A0ACC1DFX3_9NEOP trypsin OS=Dendrolimus kikuchii OX=765133 GN=K1T71_002176 PE=3 SV=1	TrEMBL	g13778	A0ACC1DFX3	7
g13778.t1	tr|A0A194PQQ5|A0A194PQQ5_PAPXU	60.345	232	258	258	89	5.41e-97	293.0	tr|A0A194PQQ5|A0A194PQQ5_PAPXU trypsin OS=Papilio xuthus OX=66420 GN=RR46_12078 PE=3 SV=1	TrEMBL	g13778	A0A194PQQ5	8
g13778.t1	tr|A0AAV1M567|A0AAV1M567_9NEOP	57.54	252	258	257	97	2.03e-96	292.0	tr|A0AAV1M567|A0AAV1M567_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20848 PE=3 SV=1	TrEMBL	g13778	A0AAV1M567	9
g13778.t1	tr|A0A194PNR3|A0A194PNR3_PAPXU	60.776	232	258	256	89	2.26e-96	292.0	tr|A0A194PNR3|A0A194PNR3_PAPXU trypsin OS=Papilio xuthus OX=66420 GN=RR46_12070 PE=3 SV=1	TrEMBL	g13778	A0A194PNR3	10
g19654.t1	tr|A0ABN8AUS8|A0ABN8AUS8_CHISP	61.217	263	260	252	100	2.71e-96	291.0	tr|A0ABN8AUS8|A0ABN8AUS8_CHISP Nuclear receptor-binding factor 2 MIT domain-containing protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS2992 PE=4 SV=1	TrEMBL	g19654	A0ABN8AUS8	5
g19654.t1	tr|A0A9N9R1K9|A0A9N9R1K9_9NEOP	60.837	263	260	250	100	2.3900000000000002e-96	291.0	tr|A0A9N9R1K9|A0A9N9R1K9_9NEOP Nuclear receptor-binding factor 2 MIT domain-containing protein OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS5608 PE=4 SV=1	TrEMBL	g19654	A0A9N9R1K9	6
g17098.t1	tr|A0A8S1A3C5|A0A8S1A3C5_ARCPL	35.904	415	421	415	97	3.23e-91	291.0	tr|A0A8S1A3C5|A0A8S1A3C5_ARCPL CHK kinase-like domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS8643 PE=4 SV=1	TrEMBL	g17098	A0A8S1A3C5	7
g19654.t1	tr|A0ABD0SXY3|A0ABD0SXY3_LOXSC	59.559	272	260	260	100	2.17e-95	290.0	tr|A0ABD0SXY3|A0ABD0SXY3_LOXSC Nuclear receptor-binding factor 2 MIT domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_002670 PE=4 SV=1	TrEMBL	g19654	A0ABD0SXY3	7
g17098.t1	tr|A0A0L7LN80|A0A0L7LN80_OPEBR	35.461	423	421	400	99	4.41e-91	290.0	tr|A0A0L7LN80|A0A0L7LN80_OPEBR Ecdysteroid 22-kinase OS=Operophtera brumata OX=104452 GN=OBRU01_04781 PE=4 SV=1	TrEMBL	g17098	A0A0L7LN80	8
g17098.t1	tr|A0ACC0KY39|A0ACC0KY39_CHOFU	35.802	405	421	418	95	8.939999999999999e-91	290.0	tr|A0ACC0KY39|A0ACC0KY39_CHOFU CHK kinase-like domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_009356 PE=4 SV=1	TrEMBL	g17098	A0ACC0KY39	9
g19654.t1	tr|A0A9P0BPJ0|A0A9P0BPJ0_CHRIL	59.779	271	260	266	99	4.64e-95	289.0	tr|A0A9P0BPJ0|A0A9P0BPJ0_CHRIL Nuclear receptor-binding factor 2 MIT domain-containing protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS3431 PE=4 SV=1	TrEMBL	g19654	A0A9P0BPJ0	8
g17098.t1	tr|A0A0L7LNI5|A0A0L7LNI5_OPEBR	36.951	387	421	411	91	1.4e-90	289.0	tr|A0A0L7LNI5|A0A0L7LNI5_OPEBR CHK kinase-like domain-containing protein OS=Operophtera brumata OX=104452 GN=OBRU01_04785 PE=4 SV=1	TrEMBL	g17098	A0A0L7LNI5	10
g1247.t1	tr|A0AAD7YKZ8|A0AAD7YKZ8_MYTSE	75.723	173	173	538	100	6.14e-93	288.0	Xaa-Pro dipeptidase OS=Mythimna separata OX=271217 GN=PYW07_012334 PE=3 SV=1	TrEMBL	g1247	A0AAD7YKZ8	1
g1247.t1	tr|A0AAV1J172|A0AAV1J172_9NEOP	75.145	173	173	476	100	2.16e-93	287.0	Xaa-Pro dipeptidase OS=Leptosia nina OX=320188 GN=LNINA_LOCUS2998 PE=3 SV=1	TrEMBL	g1247	A0AAV1J172	2
g1247.t1	tr|A0A8S3W7V8|A0A8S3W7V8_PARAO	74.566	173	173	499	100	1.14e-92	286.0	Xaa-Pro dipeptidase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS3192 PE=3 SV=1	TrEMBL	g1247	A0A8S3W7V8	3
g1247.t1	tr|A0A921ZT15|A0A921ZT15_MANSE	74.566	173	173	536	100	1.93e-92	286.0	Xaa-Pro dipeptidase OS=Manduca sexta OX=7130 GN=O3G_MSEX013838 PE=3 SV=1	TrEMBL	g1247	A0A921ZT15	4
g1247.t1	tr|A0A8S4S7H4|A0A8S4S7H4_9NEOP	73.988	173	173	477	100	3.28e-93	286.0	Xaa-Pro dipeptidase OS=Pararge aegeria aegeria OX=348720 GN=jg12760 PE=3 SV=1	TrEMBL	g1247	A0A8S4S7H4	5
g19654.t1	tr|A0ACC1DIQ7|A0ACC1DIQ7_9NEOP	57.836	268	260	256	100	3.1799999999999996e-94	286.0	tr|A0ACC1DIQ7|A0ACC1DIQ7_9NEOP Nuclear receptor-binding factor 2 MIT domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_001283 PE=4 SV=1	TrEMBL	g19654	A0ACC1DIQ7	9
g19654.t1	tr|A0A7E5VZW8|A0A7E5VZW8_TRINI	59.857	279	260	266	99	3.6899999999999996e-94	286.0	tr|A0A7E5VZW8|A0A7E5VZW8_TRINI Nuclear receptor-binding factor 2-like OS=Trichoplusia ni OX=7111 GN=LOC113497983 PE=4 SV=1	TrEMBL	g19654	A0A7E5VZW8	10
g4895.t1	tr|A0A4C1W8L2|A0A4C1W8L2_EUMVA	79.268	164	164	399	100	5.47e-94	285.0	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_28046_1 PE=4 SV=1	TrEMBL	g4895	A0A4C1W8L2	1
g1247.t1	tr|A0ABR3HQR4|A0ABR3HQR4_LOXSC	75.723	173	173	476	100	1.99e-92	285.0	Xaa-Pro dipeptidase OS=Loxostege sticticalis OX=481309 GN=ABMA27_003905 PE=3 SV=1	TrEMBL	g1247	A0ABR3HQR4	6
g1247.t1	tr|A0ABR3HQR1|A0ABR3HQR1_LOXSC	75.723	173	173	545	100	5.82e-92	285.0	Xaa-Pro dipeptidase OS=Loxostege sticticalis OX=481309 GN=ABMA27_003905 PE=3 SV=1	TrEMBL	g1247	A0ABR3HQR1	7
g1247.t1	tr|A0A9R0DMU8|A0A9R0DMU8_SPOFR	74.566	173	173	478	100	2.04e-92	285.0	Xaa-Pro dipeptidase OS=Spodoptera frugiperda OX=7108 GN=LOC118267840 PE=3 SV=1	TrEMBL	g1247	A0A9R0DMU8	8
g1247.t1	tr|A0A6J2JD08|A0A6J2JD08_BOMMA	75.145	173	173	257	100	3.4499999999999995e-95	284.0	Xaa-Pro dipeptidase-like OS=Bombyx mandarina OX=7092 GN=LOC114240880 PE=4 SV=1	TrEMBL	g1247	A0A6J2JD08	9
g1247.t1	tr|A0ACC2QL62|A0ACC2QL62_9NEOP	75.145	173	173	476	100	2.73e-92	284.0	Xaa-Pro dipeptidase OS=Mythimna loreyi OX=667449 GN=PYW08_011859 PE=3 SV=1	TrEMBL	g1247	A0ACC2QL62	10
g13777.t1	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO	55.0	260	258	257	99	2.14e-91	279.0	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO trypsin OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS9456 PE=4 SV=1	TrEMBL	g13777	A0A8S3WRX1	2
g13775.t1	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO	56.641	256	258	257	98	9.98e-91	278.0	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO trypsin OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS9456 PE=4 SV=1	TrEMBL	g13775	A0A8S3WRX1	2
g2464.t1	tr|A0A921ZCL3|A0A921ZCL3_MANSE	41.52	342	368	508	92	6.18e-86	277.0	UDP-glycosyltransferase OS=Manduca sexta OX=7130 GN=O3G_MSEX009252 PE=3 SV=1	TrEMBL	g2464	A0A921ZCL3	2
g13776.t1	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO	55.556	252	250	257	99	4.02e-90	276.0	tr|A0A8S3WRX1|A0A8S3WRX1_PARAO trypsin OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS9456 PE=4 SV=1	TrEMBL	g13776	A0A8S3WRX1	2
g13777.t1	tr|A0AAV1M567|A0AAV1M567_9NEOP	54.615	260	258	257	99	4.7e-90	276.0	tr|A0AAV1M567|A0AAV1M567_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20848 PE=3 SV=1	TrEMBL	g13777	A0AAV1M567	3
g13776.t1	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA	60.345	232	250	259	92	2.84e-90	276.0	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45633_1 PE=3 SV=1	TrEMBL	g13776	A0A4C1WDX3	3
g13777.t1	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA	60.0	235	258	259	90	3.83e-90	276.0	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45633_1 PE=3 SV=1	TrEMBL	g13777	A0A4C1WDX3	4
g13777.t1	tr|A0ACC1DFX3|A0ACC1DFX3_9NEOP	56.589	258	258	255	99	5.25e-89	273.0	tr|A0ACC1DFX3|A0ACC1DFX3_9NEOP trypsin OS=Dendrolimus kikuchii OX=765133 GN=K1T71_002176 PE=3 SV=1	TrEMBL	g13777	A0ACC1DFX3	5
g13776.t1	tr|A0AAV1M567|A0AAV1M567_9NEOP	54.762	252	250	257	99	4.5899999999999995e-89	273.0	tr|A0AAV1M567|A0AAV1M567_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20848 PE=3 SV=1	TrEMBL	g13776	A0AAV1M567	4
g13777.t1	tr|A0ABN8IC40|A0ABN8IC40_9NEOP	56.917	253	258	258	97	5.99e-89	273.0	tr|A0ABN8IC40|A0ABN8IC40_9NEOP trypsin (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS7654 PE=3 SV=1	TrEMBL	g13777	A0ABN8IC40	6
g13777.t1	tr|A0A194PVB6|A0A194PVB6_PAPXU	55.686	255	258	256	98	3.4700000000000003e-88	271.0	tr|A0A194PVB6|A0A194PVB6_PAPXU limulus clotting factor C OS=Papilio xuthus OX=66420 GN=RR46_12074 PE=3 SV=1	TrEMBL	g13777	A0A194PVB6	7
g2865.t1	tr|A0A4C1SF71|A0A4C1SF71_EUMVA	70.466	193	171	359	92	1.0400000000000001e-88	271.0	Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74358_1 PE=4 SV=1	TrEMBL	g2865	A0A4C1SF71	1
g13775.t1	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA	58.723	235	258	259	90	4.1800000000000004e-88	271.0	tr|A0A4C1WDX3|A0A4C1WDX3_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45633_1 PE=3 SV=1	TrEMBL	g13775	A0A4C1WDX3	3
g13775.t1	tr|A0A194PVB6|A0A194PVB6_PAPXU	55.686	255	258	256	98	1e-87	270.0	tr|A0A194PVB6|A0A194PVB6_PAPXU limulus clotting factor C OS=Papilio xuthus OX=66420 GN=RR46_12074 PE=3 SV=1	TrEMBL	g13775	A0A194PVB6	4
g2464.t1	tr|A0AAD7YP93|A0AAD7YP93_MYTSE	40.634	347	368	501	94	2.99e-83	270.0	UDP-glucuronosyltransferase OS=Mythimna separata OX=271217 GN=PYW07_002484 PE=3 SV=1	TrEMBL	g2464	A0AAD7YP93	3
g2464.t1	tr|A0ACC2R1Q0|A0ACC2R1Q0_9NEOP	41.228	342	368	513	93	2.8899999999999998e-83	270.0	Uncharacterized protein OS=Mythimna loreyi OX=667449 GN=PYW08_002420 PE=3 SV=1	TrEMBL	g2464	A0ACC2R1Q0	4
g13775.t1	tr|A0AAV1M567|A0AAV1M567_9NEOP	54.331	254	258	257	97	1.65e-87	269.0	tr|A0AAV1M567|A0AAV1M567_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20848 PE=3 SV=1	TrEMBL	g13775	A0AAV1M567	5
g13777.t1	tr|A0ACC0KR78|A0ACC0KR78_CHOFU	56.078	255	258	256	98	1.33e-86	267.0	tr|A0ACC0KR78|A0ACC0KR78_CHOFU Peptidase S1 domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_011191 PE=3 SV=1	TrEMBL	g13777	A0ACC0KR78	8
g13776.t1	tr|A0ABN8IC40|A0ABN8IC40_9NEOP	57.511	233	250	258	92	1.03e-86	267.0	tr|A0ABN8IC40|A0ABN8IC40_9NEOP trypsin (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS7654 PE=3 SV=1	TrEMBL	g13776	A0ABN8IC40	5
g13777.t1	tr|A0AAV1M5B9|A0AAV1M5B9_9NEOP	56.78	236	258	257	90	1.51e-86	267.0	tr|A0AAV1M5B9|A0AAV1M5B9_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20855 PE=3 SV=1	TrEMBL	g13777	A0AAV1M5B9	9
g13777.t1	tr|A0AAV1M7J1|A0AAV1M7J1_9NEOP	56.78	236	258	272	90	1.81e-86	267.0	tr|A0AAV1M7J1|A0AAV1M7J1_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20850 PE=3 SV=1	TrEMBL	g13777	A0AAV1M7J1	10
g13775.t1	tr|A0ABN8IC40|A0ABN8IC40_9NEOP	54.545	253	258	258	97	4.46e-86	266.0	tr|A0ABN8IC40|A0ABN8IC40_9NEOP trypsin (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS7654 PE=3 SV=1	TrEMBL	g13775	A0ABN8IC40	6
g4893.t1	tr|A0A4C1W960|A0A4C1W960_EUMVA	35.55	391	399	400	97	1.1e-82	266.0	CHK kinase-like domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_31466_1 PE=4 SV=1	TrEMBL	g4893	A0A4C1W960	4
g2464.t1	tr|A0ACF8KYE4|A0ACF8KYE4_9NEOP	41.642	341	368	506	92	1.0099999999999999e-81	266.0	Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_006824 PE=4 SV=1	TrEMBL	g2464	A0ACF8KYE4	5
g13775.t1	tr|A0AAV1M8S3|A0AAV1M8S3_9NEOP	56.78	236	258	257	90	2.42e-86	266.0	tr|A0AAV1M8S3|A0AAV1M8S3_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20849 PE=3 SV=1	TrEMBL	g13775	A0AAV1M8S3	7
g13775.t1	tr|A0AAV1M3T8|A0AAV1M3T8_9NEOP	56.356	236	258	257	90	4.51e-86	266.0	tr|A0AAV1M3T8|A0AAV1M3T8_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20852 PE=3 SV=1	TrEMBL	g13775	A0AAV1M3T8	8
g13775.t1	tr|A0AAV1M5B9|A0AAV1M5B9_9NEOP	55.932	236	258	257	90	1.2400000000000001e-85	265.0	tr|A0AAV1M5B9|A0AAV1M5B9_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20855 PE=3 SV=1	TrEMBL	g13775	A0AAV1M5B9	9
g13775.t1	tr|A0ACC0KR78|A0ACC0KR78_CHOFU	55.686	255	258	256	98	1.7500000000000002e-85	264.0	tr|A0ACC0KR78|A0ACC0KR78_CHOFU Peptidase S1 domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_011191 PE=3 SV=1	TrEMBL	g13775	A0ACC0KR78	10
g2464.t1	tr|A0A481XUD0|A0A481XUD0_CHISP	40.548	365	368	533	97	1.23e-80	264.0	UDP-glycosyltransferase UGT46A9 OS=Chilo suppressalis OX=168631 GN=UGT46A9 PE=2 SV=1	TrEMBL	g2464	A0A481XUD0	6
g2464.t1	tr|A0ABN8BFZ1|A0ABN8BFZ1_CHISP	40.548	365	368	533	97	1.23e-80	264.0	Uncharacterized protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS10219 PE=4 SV=1	TrEMBL	g2464	A0ABN8BFZ1	7
g13356.t1	tr|A0ABN8ITD3|A0ABN8ITD3_9NEOP	90.58	138	139	147	99	1.24e-88	263.0	tr|A0ABN8ITD3|A0ABN8ITD3_9NEOP Signal peptidase complex subunit 3 (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS12335 PE=3 SV=1	TrEMBL	g13356	A0ABN8ITD3	1
g13776.t1	tr|A0A7E5WY52|A0A7E5WY52_TRINI	55.952	252	250	255	99	2.94e-85	263.0	tr|A0A7E5WY52|A0A7E5WY52_TRINI trypsin OS=Trichoplusia ni OX=7111 GN=LOC113507127 PE=3 SV=1	TrEMBL	g13776	A0A7E5WY52	6
g3538.t1	tr|A0A4C1Z4C9|A0A4C1Z4C9_EUMVA	38.587	368	369	396	99	3.9799999999999996e-82	263.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1		g3538	A0A4C1Z4C9	6
g2464.t1	tr|A0ABR3HVL8|A0ABR3HVL8_LOXSC	40.634	347	368	510	94	1.0300000000000001e-80	263.0	UDP-glucuronosyltransferase OS=Loxostege sticticalis OX=481309 GN=ABMA27_001843 PE=3 SV=1	TrEMBL	g2464	A0ABR3HVL8	8
g2464.t1	tr|G9LPR8|G9LPR8_HELAM	38.728	346	368	513	94	1.83e-80	263.0	UDP-glucuronosyltransferase OS=Helicoverpa armigera OX=29058 GN=UGT46B1 PE=2 SV=1	TrEMBL	g2464	G9LPR8	9
g13776.t1	tr|A0A194PQQ5|A0A194PQQ5_PAPXU	55.745	235	250	258	93	5.79e-85	263.0	tr|A0A194PQQ5|A0A194PQQ5_PAPXU trypsin OS=Papilio xuthus OX=66420 GN=RR46_12078 PE=3 SV=1	TrEMBL	g13776	A0A194PQQ5	7
g13776.t1	tr|A0AAV1M8S3|A0AAV1M8S3_9NEOP	54.661	236	250	257	93	7.45e-85	262.0	tr|A0AAV1M8S3|A0AAV1M8S3_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20849 PE=3 SV=1	TrEMBL	g13776	A0AAV1M8S3	8
g13776.t1	tr|A0AAV1M3T8|A0AAV1M3T8_9NEOP	54.661	236	250	257	93	7.95e-85	262.0	tr|A0AAV1M3T8|A0AAV1M3T8_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20852 PE=3 SV=1	TrEMBL	g13776	A0AAV1M3T8	9
g13776.t1	tr|A0AAV1M5B9|A0AAV1M5B9_9NEOP	54.661	236	250	257	93	1.04e-84	262.0	tr|A0AAV1M5B9|A0AAV1M5B9_9NEOP trypsin OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS20855 PE=3 SV=1	TrEMBL	g13776	A0AAV1M5B9	10
g13356.t1	tr|A0A5E4Q0I0|A0A5E4Q0I0_9NEOP	88.489	139	139	179	100	1.25e-86	259.0	tr|A0A5E4Q0I0|A0A5E4Q0I0_9NEOP Signal peptidase complex subunit 3 OS=Leptidea sinapis OX=189913 GN=LSINAPIS_LOCUS4319 PE=3 SV=1	TrEMBL	g13356	A0A5E4Q0I0	2
g2464.t1	tr|A0A9R0F666|A0A9R0F666_SPOFR	38.136	354	368	534	96	2.14e-78	258.0	UDP-glycosyltransferase UGT5 isoform X1 OS=Spodoptera frugiperda OX=7108 GN=LOC118265260 PE=3 SV=1	TrEMBL	g2464	A0A9R0F666	10
g3539.t1	tr|A0A4C1Z4C9|A0A4C1Z4C9_EUMVA	49.794	243	245	396	99	4.1399999999999997e-81	256.0	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1		g3539	A0A4C1Z4C9	2
g13356.t1	tr|A0A194QC05|A0A194QC05_PAPXU	90.909	132	139	270	95	5.77e-84	256.0	tr|A0A194QC05|A0A194QC05_PAPXU Signal peptidase complex subunit 3 OS=Papilio xuthus OX=66420 GN=RR46_05226 PE=3 SV=1	TrEMBL	g13356	A0A194QC05	3
g13356.t1	tr|A0A194R9G5|A0A194R9G5_PAPMA	89.474	133	139	238	96	1.23e-83	254.0	tr|A0A194R9G5|A0A194R9G5_PAPMA Signal peptidase complex subunit 3 (Fragment) OS=Papilio machaon OX=76193 GN=RR48_06651 PE=3 SV=1	TrEMBL	g13356	A0A194R9G5	4
