gene_id	rank	final_score	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description
g7361.t1	426	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	153	tr|A0A4C1TWG3|A0A4C1TWG3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.974	99.0	2.82e-79	243.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	10.0	100.0	100.0	Chitin binding domain	IPR002557; IPR051940; IPR036508	Chitin binding domain; Chitin-binding developmental regulator; Chitin binding domain superfamily	PF01607; Chitin binding Peritrophin-A domain	PTHR23301; CHITIN BINDING PERITROPHIN-A	GO:0005576(InterPro)|GO:0008061(InterPro); GO:0008061(InterPro)	development	CHITIN	Chitin-binding type-2 domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_14750_1 PE=4 SV=1
g9260.t1	427	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	795	tr|A0A4C1XLC0|A0A4C1XLC0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.088	99.0	0.0	1263.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	10.0	100.0	100.0	PAN/Apple domain	IPR003609; IPR052774	PAN/Apple domain; C. elegans Developmental and Neuronal Protein	PF00024; PAN domain	PTHR47327; FI18240P1-RELATED	GO:0009653(PANTHER)	development	GROWTH_DEVELOPMENT	DNA polymerase beta OS=Eumeta variegata OX=151549 GN=DPOL PE=4 SV=1
g4537.t1	428	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	118	tr|A0A4C1SI00|A0A4C1SI00_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.179	99.0	1.05e-68	219.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	80.0	Cytochrome P450 superfamily	IPR036396; IPR050196; IPR002403; IPR001128	Cytochrome P450 superfamily; Cytochrome P450 Monooxygenases; Cytochrome P450, E-class, group IV; Cytochrome P450	PF00067; Cytochrome P450	PTHR24291; CYTOCHROME P450 FAMILY 4	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)		DETOXIFICATION	Cytochrome P450 4V2 OS=Eumeta variegata OX=151549 GN=Cyp4v2 PE=3 SV=1
g5916.t1	429	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	343	tr|A0A4C1UQA1|A0A4C1UQA1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	72.515	99.0	0.0	524.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	10.0	100.0	100.0	Leucine-rich repeat	IPR001611; IPR050328; IPR032675; IPR003591	Leucine-rich repeat; Multifunctional Developmental and Immune Receptor; Leucine-rich repeat domain superfamily; Leucine-rich repeat, typical subtype	PF13855; Leucine rich repeat	PTHR24373; SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN	GO:0005515(InterPro)	receptor; development	GROWTH_DEVELOPMENT	Leucine-rich repeat transmembrane neuronal protein 2 OS=Eumeta variegata OX=151549 GN=LRRTM2 PE=4 SV=1
g4736.t1	430	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	389	tr|A0ACC2QEV9|A0ACC2QEV9_9NEOP	Mythimna loreyi	667449	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	73.333	99.0	0.0	556.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	10.0	100.0	100.0	Zinc finger, PHD-finger	IPR019787; IPR028651; IPR011011; IPR001965; IPR019786; IPR013083; IPR024610	Zinc finger, PHD-finger; ING family; Zinc finger, FYVE/PHD-type; Zinc finger, PHD-type; Zinc finger, PHD-type, conserved site; Zinc finger, RING/FYVE/PHD-type; Inhibitor of growth protein, N-terminal histone-binding	PF12998; Inhibitor of growth proteins N-terminal histone-binding	PTHR10333; INHIBITOR OF GROWTH PROTEIN	GO:0035267(PANTHER)	transcription_factor; development	GROWTH_DEVELOPMENT	Inhibitor of growth protein OS=Mythimna loreyi OX=667449 GN=PYW08_005023 PE=3 SV=1
g6373.t1	431	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	552	tr|A0A4C1ZQN3|A0A4C1ZQN3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	94.536	99.0	0.0	991.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	80.0	Cytochrome P450	IPR001128; IPR017972; IPR036396; IPR002401; IPR050182	Cytochrome P450; Cytochrome P450, conserved site; Cytochrome P450 superfamily; Cytochrome P450, E-class, group I; Cytochrome P450 family 2	PF00067; Cytochrome P450	PTHR24300; CYTOCHROME P450 508A4-RELATED	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro); GO:0005506(InterPro)|GO:0016705(InterPro); GO:0005737(PANTHER)|GO:0006082(PANTHER)|GO:0006805(PANTHER)|GO:0008395(PANTHER)|GO:0016712(PANTHER)|GO:0020037(PANTHER)|GO:0043231(PANTHER)		DETOXIFICATION	Cytochrome P450 18a1 OS=Eumeta variegata OX=151549 GN=Cyp18a1 PE=3 SV=1
g17310.t1	432	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	240	tr|A0A4C1TII0|A0A4C1TII0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.371	99.0	5.63e-133	384.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	80.0	Thioredoxin-like superfamily	IPR036249; IPR036282; IPR010987; IPR004045; IPR040079	Thioredoxin-like superfamily; Glutathione S-transferase, C-terminal domain superfamily; Glutathione S-transferase, C-terminal-like; Glutathione S-transferase, N-terminal; Glutathione transferase family	PF13417; Glutathione S-transferase, N-terminal domain	PTHR43969; GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED	GO:0004364(PANTHER)|GO:0006749(PANTHER)	enzyme	DETOXIFICATION	tr|A0A4C1TII0|A0A4C1TII0_EUMVA Glutathione S-transferase E14 OS=Eumeta variegata OX=151549 GN=GstE14 PE=4 SV=1
g18903.t1	433	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	95	tr|A0A4C1YIV2|A0A4C1YIV2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.234	99.0	3.99e-55	179.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	85.0	95.0	Phospholipase A2 domain superfamily	IPR036444; IPR016090; IPR033112; IPR033113	Phospholipase A2 domain superfamily; Phospholipase A2-like, central domain; Phospholipase A2, aspartic acid active site; Phospholipase A2, histidine active site	PF00068; Phospholipase A2		GO:0004623(InterPro)|GO:0006644(InterPro)|GO:0050482(InterPro)	digestion	DIGESTION	tr|A0A4C1YIV2|A0A4C1YIV2_EUMVA Phospholipase A2 OS=Eumeta variegata OX=151549 GN=Pla2g1b PE=3 SV=1
g16391.t1	434	86.099	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	224	tr|A0A4C1Z8T8|A0A4C1Z8T8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.432	99.0	1.66e-138	396.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	80.0	Glutathione S-transferase, C-terminal domain superfamily	IPR036282; IPR036249; IPR010987; IPR004045; IPR040079; IPR004046	Glutathione S-transferase, C-terminal domain superfamily; Thioredoxin-like superfamily; Glutathione S-transferase, C-terminal-like; Glutathione S-transferase, N-terminal; Glutathione transferase family; Glutathione S-transferase, C-terminal	PF13417; Glutathione S-transferase, N-terminal domain; PF00043; Glutathione S-transferase, C-terminal domain	PTHR43969; GLUTATHIONE S TRANSFERASE D10, ISOFORM A-RELATED	GO:0004364(PANTHER)|GO:0006749(PANTHER)	enzyme	DETOXIFICATION	tr|A0A4C1Z8T8|A0A4C1Z8T8_EUMVA Glutathione S-transferase 1 OS=Eumeta variegata OX=151549 GN=GST1 PE=4 SV=1
g9453.t1	435	86.079	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	146	tr|A0A4C1Z705|A0A4C1Z705_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	66.667	100.0	5.11e-64	201.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.096	100.0	30.0	100.0	85.0	Cyclin-dependent kinase inhibitor domain superfamily	IPR044898; IPR029841; IPR003175	Cyclin-dependent kinase inhibitor domain superfamily; Cyclin-dependent kinase inhibitor 1; Cyclin-dependent kinase inhibitor domain	PF02234; Cyclin-dependent kinase inhibitor	PTHR46778; CYCLIN-DEPENDENT KINASE INHIBITOR 1-RELATED	GO:0000307(PANTHER)|GO:0004860(PANTHER)|GO:0005634(PANTHER)|GO:0006974(PANTHER)|GO:0007346(InterPro)|GO:0045736(PANTHER)|GO:0072331(InterPro)|GO:2000045(PANTHER); GO:0004861(InterPro)|GO:0005634(InterPro)|GO:0051726(InterPro)	enzyme	SIGNALING	Cyclin-dependent kinase inhibitor domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_49694_1 PE=3 SV=1
g2590.t1	436	86.07	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1357	tr|A0ABM3N397|A0ABM3N397_GALME	Galleria mellonella	7137	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	69.889	99.0	0.0	1930.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.567	100.0	10.0	100.0	100.0	Leucine-rich repeat domain superfamily	IPR032675; IPR001611; IPR025875; IPR050328; IPR003591	Leucine-rich repeat domain superfamily; Leucine-rich repeat; Leucine rich repeat 4; Multifunctional Developmental and Immune Receptor; Leucine-rich repeat, typical subtype	PF13855; Leucine rich repeat; PF12799; Leucine Rich repeats (2 copies)	PTHR24373; SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN	GO:0005515(InterPro); GO:0005615(PANTHER)|GO:0031012(PANTHER)	receptor; development	GROWTH_DEVELOPMENT	Protein artichoke OS=Galleria mellonella OX=7137 GN=LOC113516719 PE=4 SV=1
g8371.t1	437	86.062	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	396	tr|A0A4C1ZJE4|A0A4C1ZJE4_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.726	99.0	0.0	713.0	6	6	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.039	100.0	30.0	100.0	85.0	Ribonuclease H-like superfamily	IPR012337; IPR025398; IPR008906	Ribonuclease H-like superfamily; ZMYM1-like, RNase-like domain; HAT, C-terminal dimerisation domain	PF14291; ZMYM1/FAM200, RNase-like domain; PF05699; hAT family C-terminal dimerisation region	PTHR45749	GO:0046983(InterPro)		SIGNALING	52 kDa repressor of the inhibitor of the protein kinase OS=Eumeta variegata OX=151549 GN=Thap12 PE=4 SV=1
g13778.t1	438	86.056	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	258	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	69.264	89.0	2.68e-108	321.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	91.02	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR009003; IPR001314; IPR018114	Serine proteases, trypsin domain; Peptidase S1, PA clan; Peptidase S1A, chymotrypsin family; Serine protease-like, trypsin family, histidine active site	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(PANTHER); GO:0004252(InterPro)|GO:0006508(InterPro)	enzyme; membrane; digestion	DIGESTION	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1
g19287.t2	439	86.039	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	844	tr|A0A4C1TXN3|A0A4C1TXN3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.655	88.0	0.0	1414.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	90.964	100.0	30.0	100.0	95.0	Peptidase M13, C-terminal domain	IPR018497; IPR024079; IPR042089; IPR000718; IPR008753	Peptidase M13, C-terminal domain; Metallopeptidase, catalytic domain superfamily; Peptidase M13, domain 2; Peptidase M13; Peptidase M13, N-terminal domain	PF01431; Peptidase family M13; PF05649	PTHR11733; ZINC METALLOPROTEASE FAMILY M13 NEPRILYSIN-RELATED	GO:0004222(InterPro)|GO:0006508(InterPro); GO:0008237(InterPro); GO:0006508(InterPro); GO:0004222(PANTHER)|GO:0004222(InterPro)|GO:0005886(PANTHER)|GO:0006508(InterPro)|GO:0016485(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1TXN3|A0A4C1TXN3_EUMVA Endothelin-converting enzyme homolog OS=Eumeta variegata OX=151549 GN=EVAR_14404_1 PE=3 SV=1
g5348.t1	440	86.039	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	369	tr|A0A4C1Z494|A0A4C1Z494_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	84.83	88.0	0.0	588.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	90.964	100.0	30.0	100.0	95.0	Alpha/Beta hydrolase fold	IPR029058; IPR013818; IPR000734	Alpha/Beta hydrolase fold; Lipase; Triacylglycerol lipase family	PF00151; Lipase	PTHR11610; LIPASE	GO:0016298(InterPro); GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)	enzyme; digestion	DIGESTION	Lipase member H-B OS=Eumeta variegata OX=151549 GN=liph-b PE=3 SV=1
g416.t1	441	86.032	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	440	tr|A0A4C1SEY3|A0A4C1SEY3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	68.01	97.0	7.82e-171	498.0	17	33	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.94	100.0	30.0	100.0	85.0	Low-density lipoprotein (LDL) receptor class A repeat	IPR002172; IPR050685; IPR036055; IPR023415; IPR000082	Low-density lipoprotein (LDL) receptor class A repeat; Low-density lipoprotein receptor; LDL receptor-like superfamily; Low-density lipoprotein (LDL) receptor class A, conserved site; SEA domain	PF00057; Low-density lipoprotein receptor domain class A	PTHR24270; LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED	GO:0005515(InterPro); GO:0005886(PANTHER)	receptor	SIGNALING	Sortilin-related receptor OS=Eumeta variegata OX=151549 GN=Sorl1 PE=4 SV=1
g2179.t1	442	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	262	tr|A0A4C1T1W6|A0A4C1T1W6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	93.724	100.0	4.81e-157	454.0	10	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	93.0	85.0	MOB kinase activator family	IPR005301; IPR036703	MOB kinase activator family; MOB kinase activator superfamily	PF03637; Mob1/phocein family	PTHR22599; MPS ONE BINDER KINASE ACTIVATOR-LIKE  MOB		enzyme	SIGNALING	MOB kinase activator-like 2 OS=Eumeta variegata OX=151549 GN=Mob2 PE=4 SV=1
g16617.t1	443	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	217	tr|A0A4C1WBA7|A0A4C1WBA7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	100.0	100.0	1.13e-163	459.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	93.0	85.0	MOB kinase activator family	IPR005301; IPR036703	MOB kinase activator family; MOB kinase activator superfamily	PF03637; Mob1/phocein family	PTHR22599; MPS ONE BINDER KINASE ACTIVATOR-LIKE  MOB		enzyme	SIGNALING	tr|A0A4C1WBA7|A0A4C1WBA7_EUMVA MOB kinase activator-like 1 OS=Eumeta variegata OX=151549 GN=mats PE=4 SV=1
g14449.t1	444	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	436	tr|A0A4C1U540|A0A4C1U540_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.71	95.0	0.0	696.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	Neurotransmitter-gated ion-channel ligand-binding domain superfamily	IPR036734; IPR006201; IPR006202; IPR036719; IPR038050	Neurotransmitter-gated ion-channel ligand-binding domain superfamily; Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain superfamily; Neuronal acetylcholine receptor	PF02931; Neurotransmitter-gated ion-channel ligand binding domain	PTHR18945; NEUROTRANSMITTER GATED ION CHANNEL	GO:0005230(InterPro)|GO:0006811(InterPro)|GO:0016020(InterPro); GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro); GO:0006811(InterPro)|GO:0016020(InterPro)	receptor; transporter; membrane	SIGNALING	tr|A0A4C1U540|A0A4C1U540_EUMVA Acetylcholine receptor subunit alpha-like 2 OS=Eumeta variegata OX=151549 GN=nAChRalpha2 PE=4 SV=1
g5209.t1	445	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	196	tr|A0A0S1YDP4|A0A0S1YDP4_CHISP	Chilo suppressalis	168631	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.701	95.0	2.6e-116	347.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	G protein-coupled receptor, rhodopsin-like	IPR000276; IPR017452	G protein-coupled receptor, rhodopsin-like; GPCR, rhodopsin-like, 7TM	PF00001; 7 transmembrane receptor (rhodopsin family)	PTHR24243; G-PROTEIN COUPLED RECEPTOR	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro); GO:0004930(PANTHER)|GO:0005886(PANTHER)|GO:0007186(PANTHER)|GO:0007218(PANTHER)|GO:0008188(PANTHER); GO:0016020(InterPro)	receptor; membrane	SIGNALING	Neuropeptide receptor A27 OS=Chilo suppressalis OX=168631 GN=A27 PE=2 SV=1
g11232.t2	446	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1504	tr|A0A4C1V6H6|A0A4C1V6H6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.034	95.0	0.0	2060.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	ATP:guanido phosphotransferase, catalytic domain	IPR022414; IPR002110; IPR022413; IPR036802; IPR014746; IPR036770	ATP:guanido phosphotransferase, catalytic domain; Ankyrin repeat; ATP:guanido phosphotransferase, N-terminal; ATP:guanido phosphotransferase, N-terminal domain superfamily; Glutamine synthetase/guanido kinase, catalytic domain; Ankyrin repeat-containing domain superfamily	PF02807; ATP:guanido phosphotransferase, N-terminal domain; PF13637; Ankyrin repeats (many copies); PF00217; ATP:guanido phosphotransferase, C-terminal catalytic domain; PF12796; Ankyrin repeats (3 copies)	PTHR24172; ANK_REP_REGION DOMAIN-CONTAINING PROTEIN	GO:0016301(InterPro)|GO:0016772(InterPro); GO:0005515(InterPro); GO:0003824(InterPro)	enzyme	SIGNALING	Arginine kinase OS=Eumeta variegata OX=151549 GN=ARGK PE=3 SV=1
g5537.t1	447	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	1884	tr|A0A4C1XUZ0|A0A4C1XUZ0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.824	95.0	0.0	2594.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	Nuclear receptor coactivator 6	IPR026638; IPR032715	Nuclear receptor coactivator 6; Nuclear receptor coactivator 6, TRADD-N domain	PF13820; Nuclear receptor coactivator 6, TRADD-N domain	PTHR15690; NUCLEAR RECEPTOR COACTIVATOR 6	GO:0003713(InterPro)|GO:0005634(InterPro)|GO:0005667(PANTHER)|GO:0030374(PANTHER)|GO:0035097(PANTHER)|GO:0045944(PANTHER)	receptor	SIGNALING	Nuclear receptor coactivator 6 OS=Eumeta variegata OX=151549 GN=Ncoa6 PE=4 SV=1
g12057.t1	448	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	529	tr|A0A4C1VPS5|A0A4C1VPS5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.665	95.0	0.0	800.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	Zinc finger, GATA-type	IPR000679; IPR013088; IPR039355	Zinc finger, GATA-type; Zinc finger, NHR/GATA-type; Transcription factor GATA	PF00320; GATA zinc finger	PTHR10071; TRANSCRIPTION FACTOR GATA FAMILY MEMBER	GO:0006355(InterPro)|GO:0043565(InterPro); GO:0006355(InterPro)|GO:0008270(InterPro); GO:0000122(PANTHER)|GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006357(InterPro)|GO:0045944(PANTHER)	transcription_factor; receptor	SIGNALING	Transcription factor GATA-4 OS=Eumeta variegata OX=151549 GN=gata4 PE=4 SV=1
g133.t1	449	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	373	tr|A0A4C1SYB5|A0A4C1SYB5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.525	95.0	0.0	687.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	AGC-kinase, C-terminal	IPR000961; IPR011009; IPR000719; IPR008271	AGC-kinase, C-terminal; Protein kinase-like domain superfamily; Protein kinase domain; Serine/threonine-protein kinase, active site	PF00069; Protein kinase domain	PTHR24353; CYCLIC NUCLEOTIDE-DEPENDENT PROTEIN KINASE	GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0004672(InterPro)|GO:0006468(InterPro); GO:0004691(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0005952(PANTHER)	enzyme	SIGNALING	cAMP-dependent protein kinase catalytic subunit OS=Eumeta variegata OX=151549 GN=Pka-C1 PE=4 SV=1
g14561.t1	450	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	710	tr|A0A9R0E5W6|A0A9R0E5W6_SPOFR	Spodoptera frugiperda	7108	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	70.089	95.0	0.0	894.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	Leucine-rich repeat domain superfamily	IPR032675; IPR001611; IPR050216; IPR003591; IPR036770	Leucine-rich repeat domain superfamily; Leucine-rich repeat; Leucine-rich repeat domain-containing protein; Leucine-rich repeat, typical subtype; Ankyrin repeat-containing domain superfamily	PF13855; Leucine rich repeat	PTHR48051	GO:0005515(InterPro); GO:0005737(PANTHER)		SIGNALING	tr|A0A9R0E5W6|A0A9R0E5W6_SPOFR non-specific serine/threonine protein kinase OS=Spodoptera frugiperda OX=7108 GN=LOC118278394 PE=4 SV=1
g14263.t1	451	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	188	tr|A0ABN8HXI0|A0ABN8HXI0_9NEOP	Scirpophaga incertulas	72366	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	96.089	95.0	2.68e-118	361.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	Protein kinase-like domain superfamily	IPR011009; IPR000719; IPR017441; IPR050494	Protein kinase-like domain superfamily; Protein kinase domain; Protein kinase, ATP binding site; Serine/threonine and dual-specificity kinase	PF00069; Protein kinase domain	PTHR24058; DUAL SPECIFICITY PROTEIN KINASE	GO:0005524(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro); GO:0004674(PANTHER)|GO:0018105(PANTHER)|GO:0018107(PANTHER)	enzyme	SIGNALING	tr|A0ABN8HXI0|A0ABN8HXI0_9NEOP dual-specificity kinase (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS3274 PE=3 SV=1
g16828.t1	452	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	233	tr|A0A4C1XRJ2|A0A4C1XRJ2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.772	95.0	8.85e-118	370.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	PDZ domain	IPR001478; IPR036034; IPR043545	PDZ domain; PDZ superfamily; Glutamate receptor-interacting protein 1/2	PF00595; PDZ domain	PTHR46227; GLUTAMATE RECEPTOR-INTERACTING PROTEIN GRIP	GO:0005515(InterPro); GO:0098887(PANTHER)	receptor	SIGNALING	tr|A0A4C1XRJ2|A0A4C1XRJ2_EUMVA Glutamate receptor-interacting protein 2 OS=Eumeta variegata OX=151549 GN=grip2 PE=4 SV=1
