qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source	source_file	classification
g13137.t1	tr|A0A0N1INZ7|A0A0N1INZ7_PAPMA	55.733	375	353	716	97	7.81e-129	394.0	Monocarboxylate transporter 12 OS=Papilio machaon OX=76193 GN=RR48_04243 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13137.t1	tr|A0A921Z7R9|A0A921Z7R9_MANSE	57.418	364	353	610	97	7.83e-129	391.0	Monocarboxylate transporter 14 OS=Manduca sexta OX=7130 GN=O3G_MSEX007461 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13137.t1	tr|A0A9R0DB72|A0A9R0DB72_SPOFR	55.27	389	353	772	100	3.43e-128	394.0	Monocarboxylate transporter 12-B OS=Spodoptera frugiperda OX=7108 GN=LOC118273814 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13137.t1	tr|A0A8S1AA55|A0A8S1AA55_ARCPL	56.072	387	353	767	100	2.43e-127	392.0	Major facilitator superfamily (MFS) profile domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS9843 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0A4C1TXA7|A0A4C1TXA7_EUMVA	79.508	244	244	330	100	6.949999999999999e-138	399.0	Programmed cell death protein 7 OS=Eumeta variegata OX=151549 GN=Pdcd7 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0A8S3YBS1|A0A8S3YBS1_PARAO	52.893	242	244	358	99	1.45e-82	259.0	(apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS27822 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0A9R0EPJ4|A0A9R0EPJ4_SPOFR	52.675	243	244	359	99	4.98e-79	251.0	Programmed cell death protein 7 OS=Spodoptera frugiperda OX=7108 GN=LOC118274131 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0ABQ7Q4E7|A0ABQ7Q4E7_PLUXY	50.82	244	244	252	100	5.3100000000000003e-79	247.0	Programmed cell death protein 7 OS=Plutella xylostella OX=51655 GN=JYU34_015627 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0ABR3HIQ4|A0ABR3HIQ4_LOXSC	53.304	227	244	358	93	1.67e-78	249.0	Programmed cell death protein 7 OS=Loxostege sticticalis OX=481309 GN=ABMA27_005311 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0A9J7E5B7|A0A9J7E5B7_SPOLT	52.675	243	244	359	99	1.89e-78	249.0	Programmed cell death protein 7-like isoform X1 OS=Spodoptera litura OX=69820 GN=LOC111355160 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0A8S4EPS0|A0A8S4EPS0_PLUXY	51.24	242	244	354	99	5.27e-78	248.0	(diamondback moth) hypothetical protein OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS6090 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0ACC1CV67|A0ACC1CV67_9NEOP	53.036	247	244	346	99	4.67e-77	245.0	Uncharacterized protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_009481 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0A9N9WH95|A0A9N9WH95_9NEOP	51.639	244	244	368	99	6.82e-76	243.0	Programmed cell death protein 7 OS=Diatraea saccharalis OX=40085 GN=DIATSA_LOCUS8398 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13144.t1	tr|A0ACF8LMM6|A0ACF8LMM6_9NEOP	49.587	242	244	357	99	1.4e-75	242.0	Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_012302 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0ACC2QYQ8|A0ACC2QYQ8_9NEOP	75.424	118	116	456	100	5.270000000000001e-27	112.0	RRM domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_003772 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0A6J2K6Q7|A0A6J2K6Q7_BOMMA	66.372	113	116	424	97	1.11e-26	111.0	RNA binding protein fox-1 homolog 1-like isoform X6 OS=Bombyx mandarina OX=7092 GN=LOC114248562 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0AAD7YN41|A0AAD7YN41_MYTSE	75.424	118	116	451	100	1.1900000000000001e-26	112.0	RRM domain-containing protein OS=Mythimna separata OX=271217 GN=PYW07_003947 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0A6J2K5S4|A0A6J2K5S4_BOMMA	66.372	113	116	423	97	1.27e-26	111.0	RNA binding protein fox-1 homolog 1-like isoform X7 OS=Bombyx mandarina OX=7092 GN=LOC114248562 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0A6J2K7S3|A0A6J2K7S3_BOMMA	66.372	113	116	430	97	1.37e-26	111.0	RNA binding protein fox-1 homolog 1-like isoform X4 OS=Bombyx mandarina OX=7092 GN=LOC114248562 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0A8R2LXX3|A0A8R2LXX3_BOMMO	66.372	113	116	446	97	1.69e-26	111.0	RRM domain-containing protein OS=Bombyx mori OX=7091 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0A8R2LYD3|A0A8R2LYD3_BOMMO	66.372	113	116	445	97	1.82e-26	111.0	RRM domain-containing protein OS=Bombyx mori OX=7091 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0A8R2LYP2|A0A8R2LYP2_BOMMO	66.372	113	116	452	97	1.94e-26	111.0	RRM domain-containing protein OS=Bombyx mori OX=7091 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0A6J2K6Q4|A0A6J2K6Q4_BOMMA	66.372	113	116	437	97	3.86e-26	110.0	RNA binding protein fox-1 homolog 2-like isoform X2 OS=Bombyx mandarina OX=7092 GN=LOC114248562 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13145.t1	tr|A0A6J2K5R8|A0A6J2K5R8_BOMMA	66.372	113	116	436	97	4.1500000000000003e-26	110.0	RNA binding protein fox-1 homolog 1-like isoform X3 OS=Bombyx mandarina OX=7092 GN=LOC114248562 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0A7E5WLE1|A0A7E5WLE1_TRINI	73.67	733	713	714	100	0.0	1012.0	Uncharacterized protein LOC113503705 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113503705 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0A835GPI7|A0A835GPI7_SPOEX	74.352	733	713	714	100	0.0	1010.0	Uncharacterized protein OS=Spodoptera exigua OX=7107 GN=HW555_003076 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0A9P0C277|A0A9P0C277_CHRIL	73.907	732	713	713	100	0.0	1009.0	Uncharacterized protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS11954 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0A9R0D2D1|A0A9R0D2D1_SPOFR	74.216	733	713	714	100	0.0	1003.0	Uncharacterized protein LOC118267680 isoform X1 OS=Spodoptera frugiperda OX=7108 GN=LOC118267680 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0A9J7EMX6|A0A9J7EMX6_SPOLT	74.216	733	713	714	100	0.0	1003.0	Uncharacterized protein LOC111362074 isoform X1 OS=Spodoptera litura OX=69820 GN=LOC111362074 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0A9P0N0I7|A0A9P0N0I7_SPOLI	74.216	733	713	714	100	0.0	1002.0	Uncharacterized protein OS=Spodoptera littoralis OX=7109 GN=SPLIT_LOCUS2368 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0AAD7YME7|A0AAD7YME7_MYTSE	74.079	733	713	713	100	0.0	1001.0	Uncharacterized protein OS=Mythimna separata OX=271217 GN=PYW07_012137 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0A8S0Z5F3|A0A8S0Z5F3_ARCPL	72.715	733	713	708	100	0.0	1001.0	Uncharacterized protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS3350 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0ACC2QKH9|A0ACC2QKH9_9NEOP	73.943	733	713	713	100	0.0	999.0	Uncharacterized protein OS=Mythimna loreyi OX=667449 GN=PYW08_011652 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13148.t1	tr|A0A8S0Z6J5|A0A8S0Z6J5_ARCPL	72.578	733	713	707	100	0.0	995.0	Uncharacterized protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS3350 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|E7C168|E7C168_CTEAG	85.01	487	553	599	86	0.0	848.0	Transposase OS=Ctenoplusia agnata OX=254370 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|A7KVV0|A7KVV0_HELAM	82.195	483	553	597	86	0.0	827.0	Transposase OS=Helicoverpa armigera OX=29058 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|E7C169|E7C169_AGRIP	83.299	479	553	597	86	0.0	826.0	Transposase OS=Agrotis ipsilon OX=56364 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|A0A8S1A1Z9|A0A8S1A1Z9_ARCPL	81.903	431	553	433	76	0.0	725.0	PiggyBac transposable element-derived protein domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS7768 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|A0A8S1BRX0|A0A8S1BRX0_ARCPL	65.041	492	553	605	86	0.0	676.0	PiggyBac transposable element-derived protein domain-containing protein OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS17706 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|A0A4C1XIY2|A0A4C1XIY2_EUMVA	64.848	495	553	656	86	0.0	664.0	PiggyBac transposable element-derived protein 4 OS=Eumeta variegata OX=151549 GN=PGBD4 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|A0AAV1M1S0|A0AAV1M1S0_9NEOP	67.245	461	553	607	82	0.0	663.0	PiggyBac transposable element-derived protein domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS19221 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|A0AAV1LRB5|A0AAV1LRB5_9NEOP	67.028	461	553	607	82	0.0	660.0	PiggyBac transposable element-derived protein domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS15852 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13149.t1	tr|A0AAV1LCH7|A0AAV1LCH7_9NEOP	67.028	461	553	607	82	0.0	660.0	PiggyBac transposable element-derived protein domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS12639 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0AAD8DMY3|A0AAD8DMY3_MYTSE	66.39	241	245	634	98	4.1e-112	344.0	HTH CENPB-type domain-containing protein OS=Mythimna separata OX=271217 GN=PYW07_008198 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0A1W4XQ86|A0A1W4XQ86_AGRPL	63.485	241	245	541	98	6.500000000000001e-109	333.0	Uncharacterized protein LOC108743582 OS=Agrilus planipennis OX=224129 GN=LOC108743582 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0AAV8X9T5|A0AAV8X9T5_9CUCU	50.84	238	245	377	97	1.46e-77	248.0	HTH CENPB-type domain-containing protein OS=Aromia moschata OX=1265417 GN=NQ318_019542 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0A4C1XWD7|A0A4C1XWD7_EUMVA	51.44	243	245	329	98	7.23e-76	242.0	Tigger transposable element-derived protein 6 OS=Eumeta variegata OX=151549 GN=TIGD6 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0A9N9XA50|A0A9N9XA50_DIABA	49.59	244	245	270	98	1.83e-75	239.0	HTH CENPB-type domain-containing protein (Fragment) OS=Diabrotica balteata OX=107213 GN=DIABBA_LOCUS4667 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0A7F5RNN4|A0A7F5RNN4_AGRPL	51.709	234	245	416	95	2.09e-75	243.0	Uncharacterized protein LOC112906837 OS=Agrilus planipennis OX=224129 GN=LOC112906837 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0ACC1CLP9|A0ACC1CLP9_9NEOP	52.34	235	245	439	96	7.11e-75	243.0	HTH CENPB-type domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_011639 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0ABR3H1B1|A0ABR3H1B1_LOXSC	49.356	233	245	469	95	2.1699999999999998e-74	242.0	HTH psq-type domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_012406 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0A9P0PCZ2|A0A9P0PCZ2_ACAOB	51.111	225	245	269	91	7.29e-74	234.0	HTH CENPB-type domain-containing protein OS=Acanthoscelides obtectus OX=200917 GN=ACAOBT_LOCUS14366 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13150.t1	tr|A0A9P0PMH2|A0A9P0PMH2_ACAOB	49.362	235	245	441	96	8.23e-74	240.0	HTH CENPB-type domain-containing protein OS=Acanthoscelides obtectus OX=200917 GN=ACAOBT_LOCUS20275 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0AAV1J698|A0AAV1J698_9NEOP	60.0	70	80	412	88	1.21e-13	73.9	E3 ubiquitin-protein ligase RNF144B OS=Leptosia nina OX=320188 GN=LNINA_LOCUS4609 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0A8J2QGQ1|A0A8J2QGQ1_9NEOP	53.488	86	80	1297	99	4.91e-13	72.4	RBR-type E3 ubiquitin transferase OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS2947 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0ACC1D2Y5|A0ACC1D2Y5_9NEOP	63.793	58	80	1618	73	7.36e-13	72.0	E3 ubiquitin-protein ligase RNF144B OS=Dendrolimus kikuchii OX=765133 GN=K1T71_005938 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0ABM4AQ48|A0ABM4AQ48_VANTA	60.0	70	80	415	88	8.86e-13	71.6	E3 ubiquitin-protein ligase RNF144B OS=Vanessa tameamea OX=334116 GN=LOC113395501 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0ACF8L0K2|A0ACF8L0K2_9NEOP	67.241	58	80	179	73	2.21e-12	68.2	Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_005112 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0A9P0TIM6|A0A9P0TIM6_PIEBR	58.571	70	80	411	88	2.6e-12	70.5	E3 ubiquitin-protein ligase RNF144B OS=Pieris brassicae OX=7116 GN=PIBRA_LOCUS9269 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0AAV1J794|A0AAV1J794_9NEOP	67.241	58	80	639	73	3.94e-12	70.1	E3 ubiquitin-protein ligase RNF144B OS=Leptosia nina OX=320188 GN=LNINA_LOCUS4609 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0A8S3W8E3|A0A8S3W8E3_PARAO	67.241	58	80	623	73	9.85e-12	68.9	E3 ubiquitin-protein ligase RNF144B OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS3408 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0AAU9TVV7|A0AAU9TVV7_EUPED	65.517	58	80	101	73	1.68e-11	64.3	Uncharacterized protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS6747 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13151.t1	tr|A0A8S1AJ76|A0A8S1AJ76_ARCPL	51.163	86	80	701	99	2.06e-11	67.8	E3 ubiquitin-protein ligase RNF144B OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS11420 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0A4C1YWU8|A0A4C1YWU8_EUMVA	75.0	208	255	257	80	1.08e-83	259.0	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_81129_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0AAV1LZ01|A0AAV1LZ01_9NEOP	57.87	216	255	2049	81	2.27e-51	190.0	Sec16 Sec23-binding domain-containing protein OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS18157 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0ACC1DB59|A0ACC1DB59_9NEOP	53.712	229	255	2028	82	4.9499999999999994e-48	180.0	Sec16 Sec23-binding domain-containing protein OS=Dendrolimus kikuchii OX=765133 GN=K1T71_002923 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0ACC2R655|A0ACC2R655_9NEOP	52.838	229	255	552	82	5.26e-46	171.0	Sec16 Sec23-binding domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_013684 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0ABR3IIV6|A0ABR3IIV6_LOXSC	54.222	225	255	2044	80	5.34e-44	169.0	Sec16 Sec23-binding domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_012146 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0ABR3IIV3|A0ABR3IIV3_LOXSC	54.222	225	255	2022	80	5.49e-44	169.0	Sec16 Sec23-binding domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_012146 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0ABR3IIZ1|A0ABR3IIZ1_LOXSC	54.222	225	255	2048	80	5.6e-44	169.0	Sec16 Sec23-binding domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_012146 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0AAD7YZR6|A0AAD7YZR6_MYTSE	52.655	226	255	2049	80	4.15e-43	166.0	Protein transport protein sec16 OS=Mythimna separata OX=271217 GN=PYW07_014952 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13154.t1	tr|A0ACC0JZQ7|A0ACC0JZQ7_CHOFU	49.561	228	255	292	81	6.909999999999999e-42	154.0	Uncharacterized protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_000083 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13155.t1	tr|A0A4C1YWY7|A0A4C1YWY7_EUMVA	75.526	380	373	709	99	3.02e-172	506.0	Protein transport protein Sec16A OS=Eumeta variegata OX=151549 GN=SEC16A PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13155.t1	tr|A0ACC0JZC6|A0ACC0JZC6_CHOFU	38.007	271	373	1919	70	2.51e-28	127.0	Sec16 Sec23-binding domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_000084 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0A4C1V270|A0A4C1V270_EUMVA	69.028	494	519	861	95	0.0	649.0	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_25969_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0ACC2Q554|A0ACC2Q554_9NEOP	38.493	491	519	479	95	3.67e-90	293.0	Uncharacterized protein OS=Mythimna loreyi OX=667449 GN=PYW08_010015 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0A8S4G7Z6|A0A8S4G7Z6_PLUXY	35.521	518	519	483	99	9.45e-82	271.0	(diamondback moth) hypothetical protein OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS13307 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0A835L3B6|A0A835L3B6_SPOEX	37.185	476	519	455	92	3.13e-78	261.0	Uncharacterized protein (Fragment) OS=Spodoptera exigua OX=7107 GN=HW555_006669 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0ABM4ATN0|A0ABM4ATN0_VANTA	38.695	429	519	446	82	6.51e-78	261.0	Calponin homology domain-containing protein DDB_G0272472-like OS=Vanessa tameamea OX=334116 GN=LOC113397696 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0A9J7J490|A0A9J7J490_SPOLT	37.931	406	519	402	77	1.4500000000000002e-70	240.0	Trichohyalin-like OS=Spodoptera litura OX=69820 GN=LOC111364563 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0A2W1BLZ5|A0A2W1BLZ5_HELAM	39.005	382	519	402	74	1.06e-69	238.0	Uncharacterized protein OS=Helicoverpa armigera OX=29058 GN=HaOG205157 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0A8J9V8R4|A0A8J9V8R4_9NEOP	37.376	404	519	402	77	1.43e-69	238.0	Trichohyalin-plectin-homology domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS1879 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0AAU9UJW4|A0AAU9UJW4_EUPED	35.098	510	519	487	98	4.55e-69	239.0	Trichohyalin-plectin-homology domain-containing protein OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS13299 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13160.t1	tr|A0A9R0DVV4|A0A9R0DVV4_SPOFR	39.481	385	519	402	74	6.369999999999999e-68	233.0	Trichohyalin-like OS=Spodoptera frugiperda OX=7108 GN=LOC126911359 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0A0N1IPG6|A0A0N1IPG6_PAPMA	50.704	71	75	872	95	9.06e-16	80.1	Transferrin OS=Papilio machaon OX=76193 GN=RR48_01337 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0A194Q1N2|A0A194Q1N2_PAPXU	49.296	71	75	1115	95	1.2e-15	79.7	Transferrin OS=Papilio xuthus OX=66420 GN=RR46_05417 PE=3 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0A4C1YN67|A0A4C1YN67_EUMVA	43.243	74	75	217	99	2.05e-15	76.6	Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_65427_1 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0ACC2Q1D2|A0ACC2Q1D2_9NEOP	50.725	69	75	770	92	3.5e-15	78.6	Transferrin-like domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_012840 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0A922CYK2|A0A922CYK2_MANSE	49.296	71	75	760	95	3.93e-15	78.2	Transferrin-like domain-containing protein OS=Manduca sexta OX=7130 GN=O3G_MSEX013719 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0AAD8DKG2|A0AAD8DKG2_MYTSE	50.704	71	75	769	93	4.92e-15	77.8	Transferrin-like domain-containing protein OS=Mythimna separata OX=271217 GN=PYW07_013404 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0A8J9V2K5|A0A8J9V2K5_9NEOP	57.377	61	75	769	81	8.83e-15	77.4	Transferrin-like domain-containing protein (Fragment) OS=Brenthis ino OX=405034 GN=BINO364_LOCUS15493 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0ABN8J984|A0ABN8J984_9NEOP	46.479	71	75	195	95	3.5e-14	73.2	Transferrin (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS17776 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0ABM3M4W2|A0ABM3M4W2_BICAN	54.839	62	75	733	83	1.06e-13	74.3	Transferrin-like OS=Bicyclus anynana OX=110368 GN=LOC128199645 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13162.t1	tr|A0ABM3M475|A0ABM3M475_BICAN	54.839	62	75	757	83	1.13e-13	73.9	Transferrin-like OS=Bicyclus anynana OX=110368 GN=LOC112054578 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13163.t1	tr|A0A9R0F5K0|A0A9R0F5K0_SPOFR	46.755	601	685	686	85	0.0	541.0	Uncharacterized protein LOC126913017 OS=Spodoptera frugiperda OX=7108 GN=LOC126913017 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
g13163.t1	tr|A0ABM3LNN7|A0ABM3LNN7_BICAN	45.41	610	685	702	85	7.23e-171	514.0	Uncharacterized protein LOC128198591 OS=Bicyclus anynana OX=110368 GN=LOC128198591 PE=4 SV=1	TrEMBL	combined_trembl_blast.tsv	TR_EMBL
