Gene_ID,Length,GC(%),N_Count,Invalid_Characters
g7847,3847,38.42,0,
g7848,10375,31.07,0,
g7849,273,69.23,0,
g785,506,32.02,0,
g7850,4614,35.65,0,
g7851,3585,32.13,0,
g7852,4581,33.86,0,
g7853,19455,35.98,0,
g7854,41363,37.05,0,
g7855,234,52.14,0,
g7856,22688,34.78,0,
g7857,30139,35.82,0,
g7858,18953,37.45,0,
g7859,288,52.43,0,
g786,650,32.62,0,
g7860,14776,40.15,0,
g7861,1879,32.94,0,
g7862,7731,31.85,0,
g7863,882,35.71,0,
g7864,2510,31.08,0,
g7865,303,53.47,0,
g7866,4095,44.35,0,
g7867,18810,35.3,0,
g7868,10606,35.08,0,
g7869,3363,36.81,0,
g787,7166,32.86,0,
g7870,13531,37.87,0,
g7871,33842,38.7,0,
g7872,23158,34.54,0,
g7873,4722,36.68,0,
g7874,887,62.12,0,
g7875,5394,35.82,0,
g7876,20336,34.63,0,
g7877,345,45.51,0,
g7878,4479,35.99,0,
g7879,2245,38.31,0,
g788,9075,34.05,0,
g7880,16698,40.59,0,
g7881,15278,37.49,0,
g7882,13136,34.11,0,
g7883,22681,36.01,0,
g7884,14477,36.76,0,
g7885,3976,32.19,0,
g7886,63203,35.47,0,
g7887,13070,39.62,0,
g7888,1559,40.35,0,
g7889,2420,37.52,0,
g789,3903,36.41,0,
g7890,17249,33.81,0,
g7891,23942,38.98,0,
g7892,23404,37.84,0,
g7893,6332,37.76,0,
g7894,4421,37.32,0,
g7895,5445,31.46,0,
g7896,2342,35.48,0,
g7897,234,44.02,0,
g7898,633,32.7,0,
g7899,5794,34.43,0,
g79,21543,37.25,0,
g790,997,32.3,0,
g7900,8851,37.11,0,
g7901,11391,34.81,0,
g7902,9017,40.32,0,
g7903,5925,41.25,0,
g7904,2008,32.97,0,
g7905,86269,36.37,0,
g7906,27807,35.84,0,
g7907,19578,38.04,0,
g7908,2587,48.59,0,
g7909,38859,37.76,0,
g791,30518,36.91,0,
g7910,8057,32.69,0,
g7911,8114,37.63,0,
g7912,23865,35.76,0,
g7913,5639,35.04,0,
g7914,1172,31.06,0,
g7915,34032,36.42,0,
g7916,2244,39.71,0,
g7917,3767,37.06,0,
g7918,324,39.51,0,
g7919,8192,33.12,0,
g792,2859,35.12,0,
g7920,207,52.66,0,
g7921,20110,38.58,0,
g7922,19453,32.23,0,
g7923,11190,33.87,0,
g7924,1574,34.94,0,
g7925,28732,37.93,0,
g7926,7967,37.09,0,
g7927,8764,33.15,0,
g7928,3183,37.2,0,
g7929,9150,40.81,0,
g793,4130,38.33,0,
g7930,9263,47.82,0,
g7931,10209,35.65,0,
g7932,9019,40.3,0,
g7933,24007,32.75,0,
g7934,6510,32.52,0,
g7935,4775,34.53,0,
g7936,20268,33.73,0,
g7937,8000,34.95,0,
g7938,273,56.04,0,
g7939,420,69.05,0,
g794,5606,34.25,0,
g7940,2463,36.26,0,
g7941,2031,40.37,0,
g7942,16101,37.39,0,
g7943,1733,29.26,0,
g7944,57106,36.12,0,
g7945,621,48.15,0,
g7946,20323,38.08,0,
g7947,14326,34.36,0,
g7948,17697,37.84,0,
g7949,3063,35.81,0,
g795,28876,34.45,0,
g7950,363,32.23,0,
g7951,2763,31.96,0,
g7952,1750,44.11,0,
g7953,2372,28.25,0,
g7954,618,30.42,0,
g7955,10207,38.64,0,
g7956,327,48.93,0,
g7957,219,73.06,0,
g7958,7446,39.42,0,
g7959,3185,38.24,0,
g796,1470,33.13,0,
g7960,2968,44.98,0,
g7961,68000,37.88,0,
g7962,6120,52.32,0,
g7963,51439,36.36,0,
g7964,249,51.81,0,
g7965,1727,31.73,0,
g7966,13674,31.91,0,
g7967,13331,37.75,0,
g7968,4365,31.96,0,
g7969,11813,33.09,0,
g797,4812,36.58,0,
g7970,7061,32.05,0,
g7971,55312,37.03,0,
g7972,1276,34.72,0,
g7973,28009,36.17,0,
g7974,382,34.03,0,
g7975,402,54.48,0,
g7976,963,58.77,0,
g7977,55734,37.66,0,
g7978,8255,33.66,0,
g7979,597,32.66,0,
g798,4533,34.88,0,
g7980,2893,37.71,0,
g7981,348,71.84,0,
g7982,542,38.01,0,
g7983,25038,35.57,0,
g7984,1600,36.31,0,
g7985,21488,36.83,0,
g7986,23470,37.93,0,
g7987,9255,37.89,0,
g7988,9822,40.05,0,
g7989,1671,41.05,0,
g799,18897,34.95,0,
g7990,625,35.84,0,
g7991,11306,32.21,0,
g7992,19319,35.06,0,
g7993,40057,34.77,0,
g7994,16842,33.29,0,
g7995,26335,33.01,0,
g7996,754,53.32,0,
g7997,11283,34.6,0,
g7998,477,49.48,0,
g7999,13207,35.62,0,
g8,3380,37.01,0,
g80,20201,36.06,0,
g800,12277,36.76,0,
g8000,10563,44.04,0,
g8001,1299,37.49,0,
g8002,45012,35.61,0,
g8003,41019,34.57,0,
g8004,10354,35.46,0,
g8005,16185,36.26,0,
g8006,12624,37.18,0,
g8007,28081,38.53,0,
g8008,12361,34.71,0,
g8009,2854,36.09,0,
g801,25856,39.33,0,
g8010,4621,34.36,0,
g8011,14927,37.8,0,
g8012,5088,37.78,0,
g8013,3518,33.0,0,
g8014,15456,34.47,0,
g8015,1784,40.86,0,
g8016,3179,60.62,0,
g8017,345,68.99,0,
g8018,345,58.55,0,
g8019,6328,36.82,0,
g802,363,64.19,0,
g8020,2556,33.45,0,
g8021,2610,40.15,0,
g8022,33604,36.34,0,
g8023,5051,36.82,0,
g8024,3358,47.83,0,
g8025,144328,36.29,0,
g8026,255,60.39,0,
g8027,6013,33.71,0,
g8028,3107,37.43,0,
g8029,3870,34.83,0,
g803,527,53.51,0,
g8030,3365,41.43,0,
g8031,9669,38.29,0,
g8032,264,55.68,0,
g8033,9241,34.44,0,
g8034,5255,32.58,0,
g8035,3425,36.03,0,
g8036,13676,32.79,0,
g8037,4349,33.94,0,
g8038,21000,34.2,0,
g8039,9263,35.5,0,
g804,330,56.36,0,
g8040,1526,32.63,0,
g8041,2262,37.8,0,
g8042,2706,32.63,0,
g8043,264,57.58,0,
g8044,6986,40.85,0,
g8045,240,55.83,0,
g8046,9218,40.15,0,
g8047,2735,35.9,0,
g8048,45852,40.18,0,
g8049,4887,33.42,0,
g805,1976,43.17,0,
g8050,15794,32.77,0,
g8051,3803,35.47,0,
g8052,965,34.3,0,
g8053,17407,39.04,0,
g8054,7620,40.39,0,
g8055,19049,34.46,0,
g8056,1255,33.78,0,
g8057,1160,34.14,0,
g8058,27937,36.92,0,
g8059,21087,36.35,0,
g806,11400,35.86,0,
g8060,12476,39.2,0,
g8061,50817,37.4,0,
g8062,744,35.22,0,
g8063,13242,38.47,0,
g8064,35072,32.81,0,
g8065,339,43.95,0,
g8066,2171,31.64,0,
g8067,11689,35.31,0,
g8068,90160,37.6,0,
g8069,22724,40.48,0,
g807,4578,43.56,0,
g8070,1030,46.21,0,
g8071,219,55.71,0,
g8072,2559,38.92,0,
g8073,1095,51.23,0,
g8074,672,43.75,0,
g8075,1589,41.6,0,
g8076,516,59.88,0,
g8077,18791,39.28,0,
g8078,684,42.69,0,
g8079,2332,36.49,0,
g808,14677,35.72,0,
g8080,6510,41.71,0,
g8081,1353,38.95,0,
g8082,8720,35.71,0,
g8083,2846,38.9,0,
g8084,10099,33.34,0,
g8085,4087,36.8,0,
g8086,1316,35.49,0,
g8087,2026,33.71,0,
g8088,27126,35.86,0,
g8089,6024,34.66,0,
g809,10867,35.73,0,
g8090,4561,33.33,0,
g8091,3318,32.85,0,
g8092,4186,31.53,0,
g8093,626,33.23,0,
g8094,1425,51.02,0,
g8095,51157,37.0,0,
g8096,37210,34.67,0,
g8097,308,50.32,0,
g8098,459,56.43,0,
g8099,285,50.53,0,
g81,374,59.09,0,
g810,7762,38.39,0,
g8100,5823,37.8,0,
g8101,800,62.12,0,
g8102,3839,51.58,0,
g8103,1272,59.28,0,
g8104,228,59.65,0,
g8105,330,56.97,0,
g8106,309,59.55,0,
g8107,5524,37.07,0,
g8108,23287,39.88,0,
g8109,336,68.15,0,
g811,32981,35.7,0,
g8110,3584,42.02,0,
g8111,3724,50.4,0,
g8112,3117,47.71,0,
g8113,996,54.02,0,
g8114,11174,39.22,0,
g8115,327,63.0,0,
g8116,4915,35.93,0,
g8117,462,41.56,0,
g8118,20217,45.64,0,
g8119,15758,35.59,0,
g812,3741,42.5,0,
g8120,507,38.66,0,
g8121,357,33.61,0,
g8122,12855,34.45,0,
g8123,405,38.77,0,
g8124,3536,38.69,0,
g8125,1024,30.18,0,
g8126,303,36.96,0,
g8127,240,47.08,0,
g8128,6947,37.35,0,
g8129,372,40.32,0,
g813,540,53.33,0,
g8130,471,37.58,0,
g8131,5149,34.41,0,
g8132,11693,38.02,0,
g8133,1352,64.5,0,
g8134,2049,41.09,0,
g8135,17649,39.5,0,
g8136,31435,36.54,0,
g8137,27253,36.03,0,
g8138,1084,58.95,0,
g8139,1082,44.18,0,
g814,6093,33.99,0,
g8140,1310,39.31,0,
g8141,7752,36.82,0,
g8142,1498,51.0,0,
g8143,9804,35.14,0,
g8144,29404,35.41,0,
g8145,3991,39.36,0,
g8146,16954,38.68,0,
g8147,204,51.96,0,
g8148,4326,44.54,0,
g8149,411,47.45,0,
g815,2973,30.68,0,
g8150,17028,34.63,0,
g8151,96590,36.31,0,
g8152,6537,33.21,0,
g8153,1552,36.15,0,
g8154,25551,37.15,0,
g8155,2238,39.1,0,
g8156,24447,36.01,0,
g8157,1071,35.48,0,
g8158,10429,41.84,0,
g8159,23658,38.43,0,
g816,1435,35.96,0,
g8160,24496,37.03,0,
g8161,24430,33.57,0,
g8162,1704,37.97,0,
g8163,346,60.12,0,
g8164,12752,34.2,0,
g8165,4173,36.71,0,
g8166,11592,35.66,0,
g8167,3164,33.94,0,
g8168,2112,33.57,0,
g8169,457,34.14,0,
g817,474,40.93,0,
g8170,6376,31.63,0,
g8171,16488,34.76,0,
g8172,19424,39.65,0,
g8173,5583,31.95,0,
g8174,750,31.47,0,
g8175,21628,35.83,0,
g8176,764,34.42,0,
g8177,2182,33.0,0,
g8178,15142,34.75,0,
g8179,8576,32.17,0,
g818,16620,36.64,0,
g8180,2857,49.74,0,
g8181,1477,53.15,0,
g8182,716,63.13,0,
g8183,5111,34.1,0,
g8184,240,50.83,0,
g8185,1077,42.25,0,
g8186,8167,49.2,0,
g8187,399,63.41,0,
g8188,30950,37.21,0,
g8189,17589,35.25,0,
g819,17900,34.42,0,
g8190,8896,38.73,0,
g8191,57701,38.66,0,
g8192,231,38.53,0,
g8193,12397,38.39,0,
g8194,16162,34.77,0,
g8195,11419,33.72,0,
g8196,3832,33.17,0,
g8197,1383,32.1,0,
g8198,4847,35.65,0,
g8199,28898,37.12,0,
g82,4190,38.66,0,
g820,399,63.41,0,
g8200,5492,44.12,0,
g8201,11288,35.85,0,
g8202,24617,35.13,0,
g8203,21025,33.96,0,
g8204,999,57.16,0,
g8205,3004,31.96,0,
g8206,3385,34.27,0,
g8207,20017,36.19,0,
g8208,348,56.03,0,
g8209,2657,44.75,0,
g821,10204,47.35,0,
g8210,5797,36.45,0,
g8211,63404,38.22,0,
g8212,11304,31.74,0,
g8213,330,63.94,0,
g8214,8880,34.67,0,
g8215,41866,35.66,0,
g8216,14156,36.17,0,
g8217,372,66.67,0,
g8218,6645,40.45,0,
g8219,1239,47.13,0,
g822,16434,35.91,0,
g8220,5379,32.74,0,
g8221,6711,46.28,0,
g8222,6401,36.85,0,
g8223,549,43.17,0,
g8224,267,42.32,0,
g8225,318,38.05,0,
g8226,1783,39.71,0,
g8227,15411,35.57,0,
g8228,13637,37.77,0,
g8229,27752,37.8,0,
g823,1767,39.22,0,
g8230,5108,36.08,0,
g8231,3609,34.61,0,
g8232,5493,33.66,0,
g8233,2225,33.48,0,
g8234,2202,34.2,0,
g8235,13630,37.07,0,
g8236,2278,34.99,0,
g8237,3394,32.0,0,
g8238,234,53.85,0,
g8239,1803,41.65,0,
g824,10904,35.19,0,
g8240,8332,33.89,0,
g8241,3044,31.77,0,
g8242,3873,35.89,0,
g8243,33048,37.7,0,
g8244,6190,32.02,0,
g8245,1641,54.42,0,
g8246,8498,35.73,0,
g8247,4969,29.78,0,
g8248,741,33.33,0,
g8249,11660,33.25,0,
g825,5932,34.54,0,
g8250,176663,36.31,0,
g8251,1765,53.6,0,
g8252,69724,41.2,0,
g8253,1374,37.92,0,
g8254,21586,35.87,0,
g8255,6484,34.18,0,
g8256,9002,38.24,0,
g8257,9521,34.04,0,
g8258,12463,36.38,0,
g8259,36680,36.52,0,
g826,26682,36.75,0,
g8260,315,50.16,0,
g8261,363,52.34,0,
g8262,20639,36.94,0,
g8263,216,61.57,0,
g8264,116966,36.5,0,
g8265,3160,43.45,0,
g8266,2881,30.89,0,
g8267,7308,37.33,0,
g8268,48977,34.81,0,
g8269,7834,34.43,0,
g827,7270,37.59,0,
g8270,18568,35.51,0,
g8271,16353,36.24,0,
g8272,5217,39.49,0,
g8273,48698,36.02,0,
g8274,25751,34.29,0,
g8275,25417,33.4,0,
g8276,34178,36.53,0,
g8277,15865,33.96,0,
g8278,8970,33.47,0,
g8279,13166,39.0,0,
g828,1179,39.86,0,
g8280,12233,38.85,0,
g8281,13938,38.49,0,
g8282,1206,52.16,0,
g8283,4644,37.68,0,
g8284,7581,38.43,0,
g8285,570,68.95,0,
g8286,1686,43.12,0,
g8287,5898,37.74,0,
g8288,7764,35.2,0,
g8289,37027,36.88,0,
g829,4032,34.67,0,
g8290,24419,36.52,0,
g8291,4467,35.06,0,
g8292,2293,35.59,0,
g8293,1977,34.09,0,
g8294,52426,38.02,0,
g8295,33718,36.02,0,
g8296,3768,33.86,0,
g8297,288,60.76,0,
g8298,21422,36.4,0,
g8299,13205,36.44,0,
g83,3471,35.64,0,
g830,261,48.66,0,
g8300,28776,39.27,0,
g8301,14402,41.62,0,
g8302,3315,49.02,0,
g8303,684,46.93,0,
g8304,2292,31.76,0,
g8305,414,61.11,0,
g8306,1331,43.73,0,
g8307,18166,35.5,0,
g8308,15256,39.67,0,
g8309,2374,37.78,0,
g831,703,44.1,0,
g8310,14948,33.66,0,
g8311,550,32.0,0,
g8312,1221,32.02,0,
g8313,450,38.0,0,
g8314,491,52.95,0,
g8315,336,50.6,0,
g8316,1395,34.48,0,
g8317,3883,30.9,0,
g8318,978,37.83,0,
g8319,14972,32.01,0,
g832,2759,34.07,0,
g8320,6007,30.3,0,
g8321,25644,34.36,0,
g8322,741,48.85,0,
g8323,8687,38.17,0,
g8324,4633,33.65,0,
g8325,11386,38.17,0,
g8326,213,58.22,0,
g8327,2734,38.11,0,
g8328,1319,39.88,0,
g8329,330,48.48,0,
g833,15985,39.36,0,
g8330,923,46.8,0,
g8331,8932,35.89,0,
g8332,8776,34.26,0,
g8333,4568,38.27,0,
g8334,5267,36.97,0,
g8335,4342,30.17,0,
g8336,2290,31.48,0,
g8337,10943,36.64,0,
g8338,462,36.15,0,
g8339,4322,32.81,0,
g834,5619,35.26,0,
g8340,10684,36.39,0,
g8341,3260,34.08,0,
g8342,6052,36.6,0,
g8343,1124,35.94,0,
g8344,3323,37.56,0,
g8345,28509,37.37,0,
g8346,2536,35.29,0,
g8347,10131,36.17,0,
g8348,5809,33.96,0,
g8349,9787,38.79,0,
g835,246,73.58,0,
g8350,5302,33.5,0,
g8351,19346,35.79,0,
g8352,18780,36.15,0,
g8353,25727,34.36,0,
g8354,1430,32.38,0,
g8355,12456,33.93,0,
g8356,35784,36.36,0,
g8357,9382,34.1,0,
g8358,327,39.76,0,
g8359,2637,34.51,0,
g836,816,54.04,0,
g8360,25777,36.93,0,
g8361,4732,32.95,0,
g8362,3834,34.69,0,
g8363,12615,44.26,0,
g8364,21940,39.94,0,
g8365,8562,34.15,0,
g8366,11842,35.86,0,
g8367,2384,41.48,0,
g8368,11274,34.67,0,
g8369,10465,35.48,0,
g837,861,51.68,0,
g8370,11825,34.81,0,
g8371,1288,39.36,0,
g8372,12754,33.76,0,
g8373,5284,31.96,0,
g8374,34973,35.07,0,
g8375,4867,32.11,0,
g8376,29987,35.33,0,
g8377,19602,35.44,0,
g8378,8851,38.53,0,
g8379,291,39.18,0,
g838,2438,37.16,0,
g8380,3848,39.4,0,
g8381,11188,34.64,0,
g8382,13898,32.95,0,
g8383,1965,35.67,0,
g8384,4560,35.22,0,
g8385,3227,35.26,0,
g8386,240,39.17,0,
g8387,12650,34.21,0,
g8388,2238,39.1,0,
g8389,4525,34.36,0,
g839,303,60.73,0,
g8390,13680,31.98,0,
g8391,4932,33.07,0,
g8392,14221,34.96,0,
g8393,246,63.01,0,
g8394,375,64.27,0,
g8395,18300,34.33,0,
g8396,291,58.08,0,
g8397,351,32.48,0,
g8398,14510,36.44,0,
g8399,10760,38.22,0,
g84,291,47.08,0,
g840,225,70.22,0,
g8400,966,37.47,0,
g8401,6631,40.99,0,
g8402,10366,32.65,0,
g8403,7522,32.29,0,
g8404,10811,35.75,0,
g8405,31238,38.45,0,
g8406,1264,35.52,0,
g8407,297,64.98,0,
g8408,25562,37.76,0,
g8409,375,62.93,0,
g841,5001,37.31,0,
g8410,6522,39.22,0,
g8411,11019,30.82,0,
g8412,8919,33.85,0,
g8413,925,31.57,0,
g8414,234,66.67,0,
g8415,16401,35.61,0,
g8416,60072,35.46,0,
g8417,59661,35.36,0,
g8418,29601,36.83,0,
g8419,18309,36.12,0,
g842,18579,37.71,0,
g8420,6045,30.9,0,
g8421,3827,37.76,0,
g8422,7983,35.61,0,
g8423,3093,35.24,0,
g8424,5990,37.53,0,
g8425,3870,36.8,0,
g8426,906,45.92,0,
g8427,1197,46.78,0,
g8428,1182,48.22,0,
g8429,74266,38.6,0,
g843,5482,35.43,0,
g8430,9215,32.14,0,
g8431,7581,37.62,0,
g8432,19580,34.76,0,
g8433,28623,35.33,0,
g8434,6402,33.19,0,
g8435,6496,32.82,0,
g8436,6061,38.59,0,
g8437,15324,35.84,0,
g8438,9607,36.96,0,
g8439,66246,36.62,0,
g844,381,47.51,0,
g8440,3204,37.11,0,
g8441,3058,37.48,0,
g8442,24127,35.64,0,
g8443,14562,31.35,0,
g8444,37611,35.65,0,
g8445,3261,34.81,0,
g8446,6796,36.42,0,
g8447,11749,37.19,0,
g8448,11596,34.49,0,
g8449,87721,36.63,0,
g845,12233,37.06,0,
g8450,4660,46.89,0,
g8451,31789,34.43,0,
g8452,5119,31.84,0,
g8453,61289,35.04,0,
g8454,1209,54.67,0,
g8455,3659,48.02,0,
g8456,669,58.0,0,
g8457,1418,44.15,0,
g8458,70152,36.48,0,
g8459,14782,33.75,0,
g846,12829,36.51,0,
g8460,1861,34.44,0,
g8461,3462,37.29,0,
g8462,12028,37.79,0,
g8463,48502,36.77,0,
g8464,12895,35.18,0,
g8465,20690,34.66,0,
g8466,16883,35.21,0,
g8467,37308,35.27,0,
g8468,45420,38.52,0,
g8469,12114,37.06,0,
g847,8444,35.61,0,
g8470,2154,33.33,0,
g8471,216,55.56,0,
g8472,2172,31.35,0,
g8473,11828,33.61,0,
g8474,4435,30.17,0,
g8475,7796,36.1,0,
g8476,162847,36.04,0,
g8477,5163,31.69,0,
g8478,12996,38.9,0,
g8479,6492,37.57,0,
g848,7595,39.42,0,
g8480,1281,49.73,0,
g8481,1943,36.39,0,
g8482,12429,35.76,0,
g8483,13261,36.42,0,
g8484,879,36.97,0,
g8485,237,58.65,0,
g8486,41363,37.35,0,
g8487,11827,36.67,0,
g8488,405,44.2,0,
g8489,498,35.54,0,
g849,6060,39.27,0,
g8490,11897,34.09,0,
g8491,3697,41.47,0,
g8492,14506,39.27,0,
g8493,7924,36.59,0,
g8494,3418,33.76,0,
g8495,9368,34.7,0,
g8496,1931,44.74,0,
g8497,72371,36.41,0,
g8498,32488,38.19,0,
g8499,7606,33.76,0,
g85,219,50.68,0,
g850,2522,31.48,0,
g8500,21952,36.91,0,
g8501,12169,36.7,0,
g8502,15061,34.61,0,
g8503,8685,36.49,0,
g8504,29636,34.83,0,
g8505,8774,37.57,0,
g8506,4964,35.76,0,
g8507,2484,36.51,0,
g8508,19491,37.22,0,
g8509,9661,35.23,0,
g851,8044,36.18,0,
g8510,4204,36.42,0,
g8511,5967,32.61,0,
g8512,14222,38.43,0,
g8513,4879,34.33,0,
g8514,1986,38.82,0,
g8515,10298,35.16,0,
g8516,838,29.83,0,
g8517,15216,32.01,0,
g8518,1371,36.32,0,
g8519,486,53.91,0,
g852,3107,35.82,0,
g8520,3722,44.22,0,
g8521,225,67.56,0,
g8522,14770,35.38,0,
g8523,20025,35.39,0,
g8524,645,53.49,0,
g8525,13045,33.38,0,
g8526,672,42.26,0,
g8527,16564,38.81,0,
g8528,5461,38.33,0,
g8529,15329,36.49,0,
g853,8149,38.16,0,
g8530,381,33.86,0,
g8531,26111,33.66,0,
g8532,114418,36.57,0,
g8533,285,64.91,0,
g8534,4102,37.1,0,
g8535,21793,35.54,0,
g8536,11751,33.11,0,
g8537,1128,42.38,0,
g8538,4674,35.64,0,
g8539,7653,35.28,0,
g854,11144,35.53,0,
g8540,875,36.57,0,
g8541,441,25.62,0,
g8542,3182,31.8,0,
g8543,1218,32.68,0,
g8544,1011,32.74,0,
g8545,13864,30.53,0,
g8546,423,30.73,0,
g8547,936,30.34,0,
g8548,573,33.86,0,
g8549,504,27.78,0,
g855,5830,34.73,0,
g8550,8395,28.79,0,
g8551,1845,39.67,0,
g8552,2024,28.01,0,
g8553,1410,37.59,0,
g8554,4034,28.09,0,
g8555,5378,28.97,0,
g8556,1515,31.02,0,
g8557,918,33.77,0,
g8558,2352,31.29,0,
g8559,987,34.95,0,
g856,7248,34.33,0,
g8560,3341,30.83,0,
g8561,1074,36.31,0,
g8562,522,32.18,0,
g8563,1554,34.04,0,
g8564,1176,34.78,0,
g8565,2445,33.74,0,
g8566,1565,26.2,0,
g8567,2067,30.91,0,
g8568,579,29.71,0,
g8569,1029,36.15,0,
g857,200123,35.57,0,
g8570,5290,33.25,0,
g8571,1887,34.66,0,
g8572,4889,30.84,0,
g8573,537,32.96,0,
g8574,2936,31.13,0,
g8575,1158,31.95,0,
g8576,5214,38.3,0,
g8577,17858,28.92,0,
g8578,1350,31.41,0,
g8579,3432,30.01,0,
g858,29353,36.19,0,
g8580,648,31.48,0,
g8581,4171,30.98,0,
g8582,1314,35.69,0,
g8583,1323,30.46,0,
g8584,2878,30.75,0,
g8585,5506,29.17,0,
g8586,760,27.76,0,
g8587,1232,29.95,0,
g8588,2206,30.42,0,
g8589,1134,33.95,0,
g859,12748,34.54,0,
g8590,981,33.33,0,
g8591,3842,30.32,0,
g8592,3839,29.25,0,
g8593,10461,28.31,0,
g8594,957,31.66,0,
g8595,330,53.64,0,
g8596,4497,34.2,0,
g8597,1074,32.59,0,
g8598,4816,28.88,0,
g8599,4170,30.41,0,
g86,2121,40.83,0,
g860,31840,36.13,0,
g8600,4555,27.35,0,
g8601,1710,29.65,0,
g8602,1533,30.14,0,
g8603,990,28.08,0,
g8604,420,37.86,0,
g8605,477,35.01,0,
g8606,855,34.39,0,
g8607,2080,32.5,0,
g8608,741,34.41,0,
g8609,1149,36.29,0,
g861,5576,33.86,0,
g8610,1803,35.0,0,
g8611,381,30.97,0,
g8612,1695,33.69,0,
g8613,1086,33.15,0,
g8614,1098,34.06,0,
g8615,4838,32.47,0,
g8616,711,33.19,0,
g8617,6832,29.52,0,
g8618,1521,32.54,0,
g8619,711,33.19,0,
g862,11744,37.45,0,
g8620,1191,33.33,0,
g8621,1800,31.17,0,
g8622,1485,31.04,0,
g8623,2085,30.02,0,
g8624,1485,30.57,0,
g8625,5558,26.84,0,
g8626,444,36.49,0,
g8627,1140,31.93,0,
g8628,480,36.46,0,
g8629,360,33.61,0,
g863,8422,40.01,0,
g8630,498,27.91,0,
g8631,615,32.52,0,
g8632,1362,32.67,0,
g8633,3488,29.19,0,
g8634,2049,35.09,0,
g8635,702,29.06,0,
g8636,801,37.45,0,
g8637,939,34.08,0,
g8638,1023,34.51,0,
g8639,4176,30.46,0,
g864,31356,37.6,0,
g8640,1197,31.83,0,
g8641,375,33.33,0,
g8642,1323,34.24,0,
g8643,2717,35.33,0,
g8644,1506,36.39,0,
g8645,3517,30.42,0,
g8646,1101,35.15,0,
g8647,471,39.49,0,
g8648,3563,29.58,0,
g8649,1624,29.99,0,
g865,1537,32.66,0,
g8650,1830,30.93,0,
g8651,2139,31.51,0,
g8652,5066,31.92,0,
g8653,969,33.44,0,
g8654,831,31.29,0,
g8655,873,30.93,0,
g8656,441,30.16,0,
g8657,1575,31.43,0,
g8658,1218,30.13,0,
g8659,1050,33.71,0,
g866,360,68.89,0,
g8660,558,36.74,0,
g8661,1044,34.48,0,
g8662,1565,32.72,0,
g8663,3070,30.03,0,
g8664,11839,29.61,0,
g8665,318,36.79,0,
g8666,816,37.38,0,
g8667,732,34.97,0,
g8668,870,38.39,0,
g8669,3326,32.08,0,
g867,4515,37.03,0,
g8670,2588,29.37,0,
g8671,330,53.64,0,
g8672,677,51.55,0,
g8673,3084,24.48,0,
g8674,1200,30.42,0,
g8675,2140,29.95,0,
g8676,957,31.35,0,
g8677,663,33.79,0,
g8678,513,36.84,0,
g8679,4231,28.83,0,
g868,17513,40.76,0,
g8680,498,33.73,0,
g8681,6220,28.89,0,
g8682,3144,35.78,0,
g8683,3269,30.65,0,
g8684,732,31.56,0,
g8685,3421,33.12,0,
g8686,429,28.44,0,
g8687,423,32.86,0,
g8688,12816,32.88,0,
g8689,1963,41.47,0,
g869,1612,34.62,0,
g8690,582,42.44,0,
g8691,381,44.36,0,
g8692,64202,35.47,0,
g8693,3144,34.7,0,
g8694,29573,35.28,0,
g8695,10235,35.53,0,
g8696,32586,36.5,0,
g8697,279,75.63,0,
g8698,24619,32.62,0,
g8699,354,49.72,0,
g87,786,46.82,0,
g870,6873,36.03,0,
g8700,225,61.33,0,
g8701,7700,35.68,0,
g8702,86488,35.62,0,
g8703,524,38.36,0,
g8704,4017,34.75,0,
g8705,459,53.59,0,
g8706,282,53.55,0,
g8707,24504,35.94,0,
g8708,14902,34.27,0,
g8709,468,75.21,0,
g871,37791,38.33,0,
g8710,14457,36.34,0,
g8711,1278,37.95,0,
g8712,1011,53.12,0,
g8713,1029,54.32,0,
g8714,1014,52.37,0,
g8715,4538,32.94,0,
g8716,3259,34.86,0,
g8717,48501,36.43,0,
g8718,9451,37.58,0,
g8719,6348,41.1,0,
g872,1263,36.82,0,
g8720,243,59.67,0,
g8721,276,66.3,0,
g8722,2536,36.44,0,
g8723,12922,46.29,0,
g8724,2320,39.66,0,
g8725,741,41.7,0,
g8726,11434,35.59,0,
g8727,1669,29.48,0,
g8728,2684,29.28,0,
g8729,3136,35.17,0,
g873,1113,38.01,0,
g8730,14598,33.65,0,
g8731,29307,35.56,0,
g8732,894,44.07,0,
g8733,3492,33.88,0,
g8734,5784,38.14,0,
g8735,951,41.01,0,
g8736,4397,36.55,0,
g8737,2219,35.78,0,
g8738,330,53.94,0,
g8739,2668,34.48,0,
g874,9509,33.93,0,
g8740,6520,36.76,0,
g8741,4307,32.6,0,
g8742,14028,34.62,0,
g8743,14031,38.41,0,
g8744,55770,37.81,0,
g8745,13487,40.91,0,
g8746,3115,37.08,0,
g8747,4624,42.06,0,
g8748,2657,42.0,0,
g8749,888,64.3,0,
g875,8128,34.17,0,
g8750,8021,34.25,0,
g8751,341,28.74,0,
g8752,762,32.02,0,
g8753,4236,34.77,0,
g8754,786,37.79,0,
g8755,639,34.12,0,
g8756,11466,35.77,0,
g8757,7696,39.83,0,
g8758,507,46.15,0,
g8759,2401,38.03,0,
g876,34492,38.0,0,
g8760,5292,35.2,0,
g8761,2004,37.43,0,
g8762,4529,34.03,0,
g8763,1657,54.25,0,
g8764,1687,44.34,0,
