gene_id,best_hit_accession,best_hit_species,identity_pct,query_coverage_pct,evalue,bitscore,classification,qc_decision,total_blast_hits,qualifying_hits,best_hit_description
g19872.t1,sp|P83863|H2B_PENVA,Penaeus vannamei,96.154,98.0,3.61e-30,107.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P83863|H2B_PENVA Histone H2B (Fragments) OS=Penaeus vannamei OX=6689 PE=1 SV=2
g25002.t1,sp|P30531|SC6A1_HUMAN,Homo sapiens,57.627,96.0,0.0,707.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P30531|SC6A1_HUMAN Sodium- and chloride-dependent GABA transporter 1 OS=Homo sapiens OX=9606 GN=SLC6A1 PE=1 SV=2
g25030.t1,sp|Q96AY4|TTC28_HUMAN,Homo sapiens,49.848,82.0,0.0,1863.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q96AY4|TTC28_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4
g25040.t1,sp|Q04519|ASM_MOUSE,Mus musculus,43.889,76.0,2.6299999999999997e-147,449.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q04519|ASM_MOUSE Sphingomyelin phosphodiesterase OS=Mus musculus OX=10090 GN=Smpd1 PE=1 SV=2
g25043.t1,sp|Q2TA17|ZN668_BOVIN,Bos taurus,31.98,73.0,2.92e-18,94.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q2TA17|ZN668_BOVIN Zinc finger protein 668 OS=Bos taurus OX=9913 GN=ZNF668 PE=2 SV=2
g25046.t1,sp|Q13136|LIPA1_HUMAN,Homo sapiens,48.815,99.0,0.0,860.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q13136|LIPA1_HUMAN Liprin-alpha-1 OS=Homo sapiens OX=9606 GN=PPFIA1 PE=1 SV=1
g25047.t1,tr|A0A507EG94|A0A507EG94_9FUNG,Powellomyces hirtus,51.525,96.0,4.1999999999999995e-82,275.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A507EG94|A0A507EG94_9FUNG Bms1-type G domain-containing protein OS=Powellomyces hirtus OX=109895 GN=PhCBS80983_g00497 PE=3 SV=1
g25048.t1,tr|A0A9N9B309|A0A9N9B309_9GLOM,Cetraspora pellucida,42.092,99.0,1.67e-175,540.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A9N9B309|A0A9N9B309_9GLOM 4118_t:CDS:1 OS=Cetraspora pellucida OX=1433469 GN=CPELLU_LOCUS4848 PE=3 SV=1
g25052.t1,sp|Q9QXL1|KI21B_MOUSE,Mus musculus,32.562,98.0,0.0,719.0,Other non-arthropod,FLAG_REVIEW,6,6,sp|Q9QXL1|KI21B_MOUSE Kinesin-like protein KIF21B OS=Mus musculus OX=10090 GN=Kif21b PE=1 SV=2
g25055.t1,sp|P20273|CD22_HUMAN,Homo sapiens,31.356,84.0,5.64e-07,54.7,Other non-arthropod,FLAG_REVIEW,1,1,sp|P20273|CD22_HUMAN B-cell receptor CD22 OS=Homo sapiens OX=9606 GN=CD22 PE=1 SV=2
g25062.t2,sp|P19602|LKHA4_CAVPO,Cavia porcellus,35.878,86.0,4.36e-47,172.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P19602|LKHA4_CAVPO Leukotriene A-4 hydrolase OS=Cavia porcellus OX=10141 GN=LTA4H PE=1 SV=3
g25063.t1,sp|Q8BGE6|ATG4B_MOUSE,Mus musculus,49.143,89.0,5.620000000000001e-110,333.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8BGE6|ATG4B_MOUSE Cysteine protease ATG4B OS=Mus musculus OX=10090 GN=Atg4b PE=1 SV=2
g25064.t1,sp|Q8BZW8|NHLC2_MOUSE,Mus musculus,42.832,76.0,2.17e-146,452.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8BZW8|NHLC2_MOUSE NHL repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Nhlrc2 PE=1 SV=1
g25079.t1,sp|A9JSE7|MIF_XENTR,Xenopus tropicalis,35.526,93.0,8.09e-16,72.8,Other non-arthropod,FLAG_REVIEW,5,5,sp|A9JSE7|MIF_XENTR Macrophage migration inhibitory factor OS=Xenopus tropicalis OX=8364 GN=mif PE=3 SV=1
g25080.t1,sp|Q1ZZU7|MIF_SHEEP,Ovis aries,35.965,97.0,4.63e-22,90.1,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q1ZZU7|MIF_SHEEP Macrophage migration inhibitory factor OS=Ovis aries OX=9940 GN=MIF PE=3 SV=1
g25081.t1,sp|Q02960|MIF_CHICK,Gallus gallus,34.0,89.0,8.56e-16,73.9,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q02960|MIF_CHICK Macrophage migration inhibitory factor OS=Gallus gallus OX=9031 GN=MIF PE=3 SV=3
g25084.t1,sp|Q03347|RUNX1_MOUSE,Mus musculus,76.923,92.0,4.33e-68,218.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q03347|RUNX1_MOUSE Runt-related transcription factor 1 OS=Mus musculus OX=10090 GN=Runx1 PE=1 SV=1
g25086.t1,sp|Q8I4E2|LST4_CAEEL,Caenorhabditis elegans,36.301,98.0,1.61e-112,352.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8I4E2|LST4_CAEEL Sorting nexin lst-4 OS=Caenorhabditis elegans OX=6239 GN=lst-4 PE=1 SV=1
g25087.t1,sp|P48509|CD151_HUMAN,Homo sapiens,42.917,88.0,7.739999999999999e-52,176.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P48509|CD151_HUMAN CD151 antigen OS=Homo sapiens OX=9606 GN=CD151 PE=1 SV=3
g25089.t1,tr|A0A8H7QTM9|A0A8H7QTM9_9FUNG,Mucor saturninus,36.301,75.0,1.06e-15,79.0,Fungal,FLAG_POSSIBLE_CONTAMINATION,2,2,tr|A0A8H7QTM9|A0A8H7QTM9_9FUNG DUF6570 domain-containing protein OS=Mucor saturninus OX=64648 GN=INT47_000393 PE=4 SV=1
g25092.t1,sp|Q60809|CNOT7_MOUSE,Mus musculus,68.621,90.0,8.339999999999999e-142,408.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q60809|CNOT7_MOUSE CCR4-NOT transcription complex subunit 7 OS=Mus musculus OX=10090 GN=Cnot7 PE=1 SV=1
g25099.t1,sp|Q8TBB6|S7A14_HUMAN,Homo sapiens,67.241,82.0,3.57e-18,83.6,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q8TBB6|S7A14_HUMAN Solute carrier family 7 member 14 OS=Homo sapiens OX=9606 GN=SLC7A14 PE=1 SV=3
g25101.t1,tr|A0A1X2G625|A0A1X2G625_9FUNG,Hesseltinella vesiculosa,31.897,85.0,7.09e-16,88.6,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A1X2G625|A0A1X2G625_9FUNG Uncharacterized protein OS=Hesseltinella vesiculosa OX=101127 GN=DM01DRAFT_1349128 PE=4 SV=1
g25109.t1,sp|Q9CQJ4|RING2_MOUSE,Mus musculus,51.213,97.0,1.55e-117,350.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9CQJ4|RING2_MOUSE E3 ubiquitin-protein ligase RING2 OS=Mus musculus OX=10090 GN=Rnf2 PE=1 SV=1
g25113.t1,sp|P34455|ACON_CAEEL,Caenorhabditis elegans,77.097,95.0,0.0,1187.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|P34455|ACON_CAEEL Probable aconitate hydratase, mitochondrial OS=Caenorhabditis elegans OX=6239 GN=aco-2 PE=3 SV=2"
g25123.t3,sp|P52505|ACPM_BOVIN,Bos taurus,52.985,70.0,1.35e-39,139.0,Other non-arthropod,FLAG_REVIEW,1,1,"sp|P52505|ACPM_BOVIN Acyl carrier protein, mitochondrial OS=Bos taurus OX=9913 GN=NDUFAB1 PE=1 SV=2"
g25124.t1,sp|Q8R1F6|HID1_MOUSE,Mus musculus,64.531,100.0,0.0,1101.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8R1F6|HID1_MOUSE Protein HID1 OS=Mus musculus OX=10090 GN=Hid1 PE=1 SV=1
g25127.t1,sp|Q5M9B1|SPSB3_XENLA,Xenopus laevis,38.683,91.0,1.55e-44,160.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5M9B1|SPSB3_XENLA SPRY domain-containing SOCS box protein 3 OS=Xenopus laevis OX=8355 GN=spsb3 PE=2 SV=1
g25134.t1,sp|Q01405|SC23A_MOUSE,Mus musculus,74.806,100.0,0.0,1241.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q01405|SC23A_MOUSE Protein transport protein Sec23A OS=Mus musculus OX=10090 GN=Sec23a PE=1 SV=2
g25135.t1,sp|Q3SYS6|CHP1_BOVIN,Bos taurus,69.333,100.0,2.58e-28,106.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q3SYS6|CHP1_BOVIN Calcineurin B homologous protein 1 OS=Bos taurus OX=9913 GN=CHP1 PE=2 SV=1
g25154.t1,sp|Q9HCN4|GPN1_HUMAN,Homo sapiens,63.696,80.0,7.669999999999999e-128,378.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q9HCN4|GPN1_HUMAN GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1 PE=1 SV=1
g25155.t1,tr|A0A2P4P0M3|A0A2P4P0M3_RHIID,Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194),46.569,74.0,3.74e-56,187.0,Other non-arthropod,FLAG_REVIEW,5,5,tr|A0A2P4P0M3|A0A2P4P0M3_RHIID FAD synthase OS=Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) OX=747089 GN=GLOIN_2v1726410 PE=4 SV=1
g25158.t1,sp|P52183|ANNU_SCHAM,Schistocerca americana,51.977,93.0,1.3600000000000002e-129,396.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P52183|ANNU_SCHAM Annulin OS=Schistocerca americana OX=7009 PE=2 SV=1
g25163.t1,tr|A0A3D8S0U7|A0A3D8S0U7_9HELO,Coleophoma cylindrospora,31.179,90.0,2.1e-14,81.3,Other non-arthropod,FLAG_REVIEW,16,16,tr|A0A3D8S0U7|A0A3D8S0U7_9HELO Rhodopsin domain-containing protein OS=Coleophoma cylindrospora OX=1849047 GN=BP6252_04352 PE=4 SV=1
g25171.t1,sp|P49020|TMED2_CRIGR,Cricetulus griseus,71.591,70.0,9.44e-41,140.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|P49020|TMED2_CRIGR Transmembrane emp24 domain-containing protein 2 (Fragment) OS=Cricetulus griseus OX=10029 GN=TMED2 PE=1 SV=1
g25174.t1,sp|E9PSL7|CTRO_RAT,Rattus norvegicus,30.833,92.0,4.99e-97,344.0,Other non-arthropod,FLAG_REVIEW,3,3,sp|E9PSL7|CTRO_RAT Citron rho-interacting kinase OS=Rattus norvegicus OX=10116 GN=Cit PE=1 SV=1
g25178.t1,sp|Q810B6|ANFY1_MOUSE,Mus musculus,47.335,99.0,0.0,820.0,Other non-arthropod,FLAG_REVIEW,3,3,sp|Q810B6|ANFY1_MOUSE Ankyrin repeat and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ankfy1 PE=1 SV=2
g25195.t1,sp|Q1ECX4|TLK2_DANRE,Danio rerio,54.958,88.0,0.0,698.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q1ECX4|TLK2_DANRE Serine/threonine-protein kinase tousled-like 2 OS=Danio rerio OX=7955 GN=tlk2 PE=2 SV=2
g25209.t1,sp|Q6PIP5|NUDC1_MOUSE,Mus musculus,32.253,99.0,4.78e-84,280.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q6PIP5|NUDC1_MOUSE NudC domain-containing protein 1 OS=Mus musculus OX=10090 GN=Nudcd1 PE=1 SV=2
g25211.t1,sp|Q5XGG2|TRUB2_XENTR,Xenopus tropicalis,38.009,93.0,3.35e-44,157.0,Other non-arthropod,FLAG_REVIEW,4,4,"sp|Q5XGG2|TRUB2_XENTR Pseudouridylate synthase TRUB2, mitochondrial OS=Xenopus tropicalis OX=8364 GN=Trub2 PE=2 SV=1"
g25218.t1,sp|P18293|ANPRA_MOUSE,Mus musculus,58.514,96.0,6.22e-117,368.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P18293|ANPRA_MOUSE Atrial natriuretic peptide receptor 1 OS=Mus musculus OX=10090 GN=Npr1 PE=1 SV=2
g25229.t1,sp|Q2NL00|GSTT1_BOVIN,Bos taurus,42.202,93.0,1.34e-49,169.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q2NL00|GSTT1_BOVIN Glutathione S-transferase theta-1 OS=Bos taurus OX=9913 GN=GSTT1 PE=2 SV=3
g25230.t1,sp|P56399|UBP5_MOUSE,Mus musculus,53.6,95.0,0.0,546.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P56399|UBP5_MOUSE Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1
g25239.t1,sp|Q91XV4|DCXR_MESAU,Mesocricetus auratus,50.84,97.0,6.55e-84,256.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q91XV4|DCXR_MESAU L-xylulose reductase OS=Mesocricetus auratus OX=10036 GN=DCXR PE=1 SV=1
g25240.t1,sp|Q8JIS3|DER_CHICK,Gallus gallus,55.102,93.0,3.48e-74,231.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8JIS3|DER_CHICK D-erythrulose reductase OS=Gallus gallus OX=9031 GN=DER PE=1 SV=1
g25241.t1,sp|Q8JIS3|DER_CHICK,Gallus gallus,53.112,99.0,2.6499999999999998e-92,278.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q8JIS3|DER_CHICK D-erythrulose reductase OS=Gallus gallus OX=9031 GN=DER PE=1 SV=1
g25261.t1,tr|A0A1S7UK06|A0A1S7UK06_ROSNE,Rosellinia necatrix,34.008,73.0,7.54e-32,133.0,Other non-arthropod,FLAG_REVIEW,50,50,tr|A0A1S7UK06|A0A1S7UK06_ROSNE NACHT and Ankyrin domain protein OS=Rosellinia necatrix OX=77044 GN=SAMD00023353_0200220 PE=4 SV=1
g25264.t1,sp|Q9UI26|IPO11_HUMAN,Homo sapiens,40.0,99.0,0.0,693.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q9UI26|IPO11_HUMAN Importin-11 OS=Homo sapiens OX=9606 GN=IPO11 PE=1 SV=1
g25276.t1,sp|Q64270|EI2BA_RAT,Rattus norvegicus,48.208,95.0,5.28e-94,287.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q64270|EI2BA_RAT Translation initiation factor eIF2B subunit alpha OS=Rattus norvegicus OX=10116 GN=Eif2b1 PE=2 SV=1
g25277.t2,sp|P28227|MAOX_ANAPL,Anas platyrhynchos,62.351,74.0,0.0,649.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P28227|MAOX_ANAPL NADP-dependent malic enzyme OS=Anas platyrhynchos OX=8839 GN=ME1 PE=1 SV=1
g25280.t1,sp|B3A0N5|APY_TABYA,Tabanus yao,38.432,97.0,3.25e-126,387.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|B3A0N5|APY_TABYA Apyrase OS=Tabanus yao OX=485572 GN=APY PE=1 SV=1
g25284.t1,sp|Q7Z5P4|DHB13_HUMAN,Homo sapiens,31.298,76.0,4.29e-36,139.0,Other non-arthropod,FLAG_REVIEW,2,2,sp|Q7Z5P4|DHB13_HUMAN 17-beta-hydroxysteroid dehydrogenase 13 OS=Homo sapiens OX=9606 GN=HSD17B13 PE=1 SV=1
g25286.t1,sp|Q9BXW6|OSBL1_HUMAN,Homo sapiens,37.624,82.0,1.52e-98,328.0,Other non-arthropod,FLAG_REVIEW,3,3,sp|Q9BXW6|OSBL1_HUMAN Oxysterol-binding protein-related protein 1 OS=Homo sapiens OX=9606 GN=OSBPL1A PE=1 SV=2
g25297.t1,sp|Q6VNB8|WDFY3_MOUSE,Mus musculus,56.351,80.0,0.0,1107.0,Other non-arthropod,FLAG_REVIEW,7,7,sp|Q6VNB8|WDFY3_MOUSE WD repeat and FYVE domain-containing protein 3 OS=Mus musculus OX=10090 GN=Wdfy3 PE=1 SV=1
g25299.t1,sp|Q9XSJ0|UCHL5_BOVIN,Bos taurus,55.657,99.0,2.09e-133,389.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9XSJ0|UCHL5_BOVIN Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Bos taurus OX=9913 GN=UCHL5 PE=2 SV=1
g25300.t1,sp|B3A0N5|APY_TABYA,Tabanus yao,37.769,99.0,3.79e-131,398.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|B3A0N5|APY_TABYA Apyrase OS=Tabanus yao OX=485572 GN=APY PE=1 SV=1
g25301.t1,sp|Q8BHG1|NRDC_MOUSE,Mus musculus,37.45,90.0,0.0,669.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q8BHG1|NRDC_MOUSE Nardilysin OS=Mus musculus OX=10090 GN=Nrdc PE=1 SV=1
g25304.t1,sp|Q5R7Q3|NIPA2_PONAB,Pongo abelii,56.204,79.0,8.770000000000001e-44,155.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5R7Q3|NIPA2_PONAB Magnesium transporter NIPA2 OS=Pongo abelii OX=9601 GN=NIPA2 PE=2 SV=1
g25310.t1,sp|Q9UL25|RAB21_HUMAN,Homo sapiens,67.788,95.0,4.52e-96,285.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9UL25|RAB21_HUMAN Ras-related protein Rab-21 OS=Homo sapiens OX=9606 GN=RAB21 PE=1 SV=3
g25324.t1,sp|D2DGW3|TNNC_TYRPU,Tyrophagus putrescentiae,61.074,98.0,1.11e-56,180.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|D2DGW3|TNNC_TYRPU Troponin C OS=Tyrophagus putrescentiae OX=59818 PE=1 SV=1
g25325.t1,sp|Q60695|RGL1_MOUSE,Mus musculus,39.053,90.0,1.52e-28,118.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q60695|RGL1_MOUSE Ral guanine nucleotide dissociation stimulator-like 1 OS=Mus musculus OX=10090 GN=Rgl1 PE=1 SV=2
g25327.t1,tr|A0A8H2ZRM5|A0A8H2ZRM5_9HELO,Sclerotinia trifoliorum,75.556,81.0,4.23e-09,57.8,Other non-arthropod,FLAG_REVIEW,34,34,tr|A0A8H2ZRM5|A0A8H2ZRM5_9HELO Probable beta-glucosidase btgE OS=Sclerotinia trifoliorum OX=28548 GN=SCLTRI_LOCUS7843 PE=3 SV=1
g25328.t1,tr|Q6FT29|Q6FT29_CANGA,Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138),33.333,92.0,1.17e-06,52.4,Fungal,FLAG_POSSIBLE_CONTAMINATION,4,4,tr|Q6FT29|Q6FT29_CANGA AMP-activated protein kinase glycogen-binding domain-containing protein OS=Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) OX=284593 GN=CAGL0G05830g PE=3 SV=1
g25330.t1,sp|Q91845|EPA4A_XENLA,Xenopus laevis,45.862,98.0,0.0,868.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q91845|EPA4A_XENLA Ephrin type-A receptor 4-A OS=Xenopus laevis OX=8355 GN=epha4-a PE=2 SV=1
g25331.t1,sp|Q63796|M3K12_RAT,Rattus norvegicus,61.603,97.0,3.88e-101,320.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q63796|M3K12_RAT Mitogen-activated protein kinase kinase kinase 12 OS=Rattus norvegicus OX=10116 GN=Map3k12 PE=1 SV=1
g25342.t1,sp|P13821|SANT_PLAFW,Plasmodium falciparum (isolate Wellcome),31.228,93.0,4.24e-38,149.0,Other non-arthropod,FLAG_REVIEW,46,46,sp|P13821|SANT_PLAFW S-antigen protein OS=Plasmodium falciparum (isolate Wellcome) OX=5848 PE=3 SV=1
g25343.t1,sp|Q9UKA9|PTBP2_HUMAN,Homo sapiens,54.064,99.0,0.0,570.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9UKA9|PTBP2_HUMAN Polypyrimidine tract-binding protein 2 OS=Homo sapiens OX=9606 GN=PTBP2 PE=1 SV=1
g25352.t1,sp|B3A0N5|APY_TABYA,Tabanus yao,45.019,96.0,1.44e-159,472.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|B3A0N5|APY_TABYA Apyrase OS=Tabanus yao OX=485572 GN=APY PE=1 SV=1
g25354.t1,sp|Q13637|RAB32_HUMAN,Homo sapiens,71.921,88.0,2.6999999999999997e-106,312.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q13637|RAB32_HUMAN Ras-related protein Rab-32 OS=Homo sapiens OX=9606 GN=RAB32 PE=1 SV=3
g25358.t1,sp|Q5RFJ9|ATIF1_PONAB,Pongo abelii,39.423,88.0,5.19e-14,69.3,Other non-arthropod,FLAG_REVIEW,2,2,"sp|Q5RFJ9|ATIF1_PONAB ATPase inhibitor, mitochondrial OS=Pongo abelii OX=9601 GN=ATP5IF1 PE=3 SV=1"
g25361.t1,sp|Q26304|LUCI_LUCMI,Luciola mingrelica,44.286,96.0,1.22e-36,138.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q26304|LUCI_LUCMI Luciferin 4-monooxygenase OS=Luciola mingrelica OX=27446 PE=1 SV=1
g25363.t1,sp|P08659|LUCI_PHOPY,Photinus pyralis,40.87,93.0,8.08e-26,107.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P08659|LUCI_PHOPY Luciferin 4-monooxygenase OS=Photinus pyralis OX=7054 PE=1 SV=1
g25365.t1,sp|Q5U1Z2|TPPC3_RAT,Rattus norvegicus,56.667,100.0,2.14e-69,214.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q5U1Z2|TPPC3_RAT Trafficking protein particle complex subunit 3 OS=Rattus norvegicus OX=10116 GN=Trappc3 PE=2 SV=1
g25366.t1,sp|Q9NC65|ADA_LUTLO,Lutzomyia longipalpis,40.084,94.0,1.3100000000000002e-125,382.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9NC65|ADA_LUTLO Adenosine deaminase OS=Lutzomyia longipalpis OX=7200 GN=ADA PE=1 SV=1
g25367.t1,sp|P15287|AGSA_APLCA,Aplysia californica,52.308,87.0,2.33e-14,73.2,Other non-arthropod,FLAG_REVIEW,5,5,sp|P15287|AGSA_APLCA Adenosine deaminase AGSA OS=Aplysia californica OX=6500 PE=1 SV=2
g25368.t1,sp|Q06K61|ADA_PHLDU,Phlebotomus duboscqi,41.468,98.0,1.3500000000000001e-133,403.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q06K61|ADA_PHLDU Adenosine deaminase OS=Phlebotomus duboscqi OX=37738 GN=M73 PE=1 SV=1
g25369.t1,tr|A0ABD5NI49|A0ABD5NI49_9EURY,Halobacterium litoreum,40.0,95.0,1.61e-22,98.2,Bacterial,FLAG_POSSIBLE_CONTAMINATION,20,20,tr|A0ABD5NI49|A0ABD5NI49_9EURY DUF445 family protein OS=Halobacterium litoreum OX=2039234 GN=ACFOKC_14555 PE=4 SV=1
g25370.t1,sp|Q06K61|ADA_PHLDU,Phlebotomus duboscqi,42.308,92.0,1.03e-122,375.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q06K61|ADA_PHLDU Adenosine deaminase OS=Phlebotomus duboscqi OX=37738 GN=M73 PE=1 SV=1
g25376.t1,sp|Q09575|YRD6_CAEEL,Caenorhabditis elegans,35.314,77.0,1.73e-45,175.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1
g25379.t1,sp|P42765|THIM_HUMAN,Homo sapiens,42.929,99.0,3.27e-107,327.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2"
g25380.t1,sp|Q6IQ86|BRK1_DANRE,Danio rerio,83.824,89.0,2.02e-36,123.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q6IQ86|BRK1_DANRE Probable protein BRICK1 OS=Danio rerio OX=7955 GN=brk1 PE=3 SV=1
g25386.t1,sp|Q9Y5Q9|TF3C3_HUMAN,Homo sapiens,32.664,88.0,2.7299999999999997e-115,377.0,Other non-arthropod,FLAG_REVIEW,1,1,sp|Q9Y5Q9|TF3C3_HUMAN General transcription factor 3C polypeptide 3 OS=Homo sapiens OX=9606 GN=GTF3C3 PE=1 SV=1
g25387.t1,sp|Q90YB1|DNLI4_CHICK,Gallus gallus,34.037,94.0,3.99e-139,441.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q90YB1|DNLI4_CHICK DNA ligase 4 OS=Gallus gallus OX=9031 GN=LIG4 PE=2 SV=2
g25388.t1,sp|Q09506|TX1B3_CAEEL,Caenorhabditis elegans,56.637,94.0,2.67e-40,137.0,Other non-arthropod,FLAG_REVIEW,4,4,sp|Q09506|TX1B3_CAEEL Tax1-binding protein 3 homolog OS=Caenorhabditis elegans OX=6239 GN=txbp-3 PE=1 SV=1
g25392.t1,sp|A5PK71|PACRG_BOVIN,Bos taurus,52.489,86.0,1.19e-81,252.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|A5PK71|PACRG_BOVIN Parkin coregulated gene protein OS=Bos taurus OX=9913 GN=PACRG PE=1 SV=1
g25396.t1,tr|A0A0L0UHE0|A0A0L0UHE0_9BASI,Puccinia striiformis f. sp. tritici PST-78,40.278,79.0,7.070000000000001e-32,118.0,Other non-arthropod,FLAG_REVIEW,3,3,tr|A0A0L0UHE0|A0A0L0UHE0_9BASI DDE Tnp4 domain-containing protein (Fragment) OS=Puccinia striiformis f. sp. tritici PST-78 OX=1165861 GN=PSTG_20152 PE=3 SV=1
g25399.t1,sp|Q5M854|MGT4A_RAT,Rattus norvegicus,44.954,94.0,1.4699999999999999e-126,383.0,Other non-arthropod,FLAG_REVIEW,5,5,"sp|Q5M854|MGT4A_RAT Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A OS=Rattus norvegicus OX=10116 GN=Mgat4a PE=2 SV=1"
g25401.t1,sp|Q9CQW0|EMC6_MOUSE,Mus musculus,64.078,91.0,1.5300000000000002e-36,126.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|Q9CQW0|EMC6_MOUSE ER membrane protein complex subunit 6 OS=Mus musculus OX=10090 GN=Emc6 PE=1 SV=1
g25406.t1,sp|P06760|BGLR_RAT,Rattus norvegicus,45.995,98.0,1.53e-131,400.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P06760|BGLR_RAT Beta-glucuronidase OS=Rattus norvegicus OX=10116 GN=Gusb PE=1 SV=1
g25407.t1,sp|P0C6F1|DYH2_MOUSE,Mus musculus,40.261,99.0,0.0,951.0,Other non-arthropod,FLAG_REVIEW,5,5,sp|P0C6F1|DYH2_MOUSE Dynein axonemal heavy chain 2 OS=Mus musculus OX=10090 GN=Dnah2 PE=1 SV=1
g25408.t1,sp|A5D979|SPRTN_BOVIN,Bos taurus,38.703,76.0,5.12e-93,300.0,Other non-arthropod,FLAG_REVIEW,3,3,sp|A5D979|SPRTN_BOVIN DNA-dependent metalloprotease SPRTN OS=Bos taurus OX=9913 GN=SPRTN PE=2 SV=1
