Protein_ID	Header	Length_aa	Contains_X	Contains_internal_stop
g24726.t1	g24726.t1	205	No	No
g24727.t1	g24727.t1	762	No	No
g24728.t1	g24728.t1	751	No	No
g24729.t1	g24729.t1	200	No	No
g24730.t1	g24730.t1	108	No	No
g24731.t1	g24731.t1	109	No	No
g24732.t1	g24732.t1	700	No	No
g24733.t1	g24733.t1	362	Yes	No
g24734.t1	g24734.t1	458	No	No
g24735.t1	g24735.t1	317	Yes	No
g24736.t1	g24736.t1	65	No	No
g24737.t1	g24737.t1	460	Yes	No
g24738.t1	g24738.t1	171	No	No
g24739.t1	g24739.t1	278	No	No
g24740.t1	g24740.t1	225	No	No
g24741.t1	g24741.t1	134	No	No
g24742.t1	g24742.t1	331	No	No
g24743.t1	g24743.t1	634	Yes	No
g24744.t1	g24744.t1	167	No	No
g24745.t1	g24745.t1	139	No	No
g24746.t1	g24746.t1	229	No	No
g24747.t1	g24747.t1	263	No	No
g24748.t1	g24748.t1	181	No	No
g24749.t1	g24749.t1	629	No	No
g24750.t1	g24750.t1	633	No	No
g24751.t1	g24751.t1	163	No	No
g24752.t1	g24752.t1	183	No	No
g24753.t1	g24753.t1	182	No	No
g24754.t1	g24754.t1	146	No	No
g24755.t1	g24755.t1	148	No	No
g24756.t1	g24756.t1	187	No	No
g24757.t1	g24757.t1	379	No	No
g24758.t1	g24758.t1	499	No	No
g24759.t1	g24759.t1	137	No	No
g24760.t1	g24760.t1	574	No	No
g24761.t1	g24761.t1	837	No	No
g24762.t1	g24762.t1	92	No	No
g24763.t1	g24763.t1	75	Yes	No
g24764.t1	g24764.t1	530	No	No
g24765.t1	g24765.t1	871	No	No
g24766.t1	g24766.t1	591	No	No
g24767.t1	g24767.t1	193	No	No
g24768.t1	g24768.t1	387	No	No
g24769.t1	g24769.t1	125	No	No
g24770.t1	g24770.t1	146	No	No
g24771.t1	g24771.t1	545	No	No
g24772.t1	g24772.t1	426	No	No
g24773.t1	g24773.t1	402	No	No
g24774.t1	g24774.t1	141	No	No
g24775.t1	g24775.t1	576	No	No
g24776.t1	g24776.t1	581	No	No
g24777.t1	g24777.t1	88	No	No
g24778.t1	g24778.t1	505	No	No
g24779.t1	g24779.t1	358	No	No
g24780.t1	g24780.t1	283	No	No
g24781.t1	g24781.t1	176	No	No
g24782.t1	g24782.t1	297	No	No
g24783.t1	g24783.t1	222	No	No
g24784.t1	g24784.t1	59	Yes	No
g24785.t1	g24785.t1	79	No	No
g24786.t1	g24786.t1	487	Yes	No
g24787.t1	g24787.t1	195	No	No
g24788.t1	g24788.t1	1344	No	No
g24789.t1	g24789.t1	106	No	No
g24790.t1	g24790.t1	1272	No	No
g24791.t1	g24791.t1	559	No	No
g24792.t1	g24792.t1	406	No	No
g24793.t1	g24793.t1	97	No	No
g24794.t1	g24794.t1	778	No	No
g24795.t1	g24795.t1	983	No	No
g24796.t1	g24796.t1	90	No	No
g24797.t1	g24797.t1	101	No	No
g24798.t1	g24798.t1	257	No	No
g24799.t1	g24799.t1	108	No	No
g24800.t1	g24800.t1	94	No	No
g24801.t1	g24801.t1	243	No	No
g24802.t1	g24802.t1	782	No	No
g24803.t1	g24803.t1	153	No	No
g24804.t1	g24804.t1	209	No	No
g24805.t1	g24805.t1	320	No	No
g24806.t1	g24806.t1	891	No	No
g24807.t1	g24807.t1	493	No	No
g24808.t1	g24808.t1	497	No	No
g24809.t1	g24809.t1	667	Yes	No
g24810.t1	g24810.t1	490	No	No
g24811.t1	g24811.t1	531	No	No
g24812.t1	g24812.t1	347	No	No
g24813.t1	g24813.t1	196	No	No
g24814.t1	g24814.t1	199	No	No
g24815.t1	g24815.t1	60	Yes	No
g24816.t1	g24816.t1	127	Yes	No
g24817.t1	g24817.t1	59	Yes	No
g24818.t1	g24818.t1	84	No	No
g24819.t1	g24819.t1	545	No	No
g24820.t1	g24820.t1	1213	No	No
g24821.t1	g24821.t1	133	No	No
g24822.t1	g24822.t1	140	No	No
g24823.t1	g24823.t1	339	No	No
g24824.t1	g24824.t1	124	No	No
g24825.t1	g24825.t1	127	No	No
g24826.t1	g24826.t1	101	No	No
g24827.t1	g24827.t1	104	No	No
g24828.t1	g24828.t1	259	No	No
g24829.t1	g24829.t1	71	No	No
g24830.t1	g24830.t1	254	No	No
g24831.t1	g24831.t1	104	No	No
g24832.t1	g24832.t1	390	No	No
g24833.t1	g24833.t1	428	No	No
g24834.t1	g24834.t1	88	No	No
g24835.t3	g24835.t3	698	No	No
g24836.t1	g24836.t1	217	No	No
g24837.t1	g24837.t1	413	No	No
g24838.t1	g24838.t1	369	No	No
g24839.t1	g24839.t1	319	No	No
g24840.t1	g24840.t1	177	No	No
g24841.t1	g24841.t1	127	No	No
g24842.t1	g24842.t1	130	No	No
g24843.t1	g24843.t1	277	No	No
g24844.t1	g24844.t1	195	No	No
g24845.t1	g24845.t1	220	No	No
g24846.t1	g24846.t1	417	No	No
g24847.t1	g24847.t1	273	Yes	No
g24848.t1	g24848.t1	759	No	No
g24849.t1	g24849.t1	192	No	No
g24850.t1	g24850.t1	298	No	No
g24851.t1	g24851.t1	411	No	No
g24852.t1	g24852.t1	1007	No	No
g24853.t1	g24853.t1	241	No	No
g24854.t1	g24854.t1	179	No	No
g24855.t1	g24855.t1	56	No	No
g24856.t1	g24856.t1	75	No	No
g24857.t1	g24857.t1	144	No	No
g24858.t1	g24858.t1	131	No	No
g24859.t2	g24859.t2	648	No	No
g24860.t1	g24860.t1	360	No	No
g24861.t1	g24861.t1	612	No	No
g24862.t1	g24862.t1	654	No	No
g24863.t1	g24863.t1	195	No	No
g24864.t1	g24864.t1	199	No	No
g24865.t1	g24865.t1	1044	No	No
g24866.t1	g24866.t1	399	No	No
g24867.t1	g24867.t1	659	No	No
g24868.t1	g24868.t1	371	No	No
g24869.t1	g24869.t1	260	No	No
g24870.t1	g24870.t1	129	No	No
g24871.t1	g24871.t1	723	No	No
g24872.t1	g24872.t1	129	No	No
g24873.t1	g24873.t1	76	No	No
g24874.t1	g24874.t1	122	No	No
g24875.t1	g24875.t1	123	No	No
g24876.t1	g24876.t1	188	No	No
g24877.t1	g24877.t1	367	No	No
g24878.t1	g24878.t1	418	No	No
g24879.t1	g24879.t1	485	No	No
g24880.t1	g24880.t1	81	No	No
g24881.t1	g24881.t1	178	Yes	No
g24882.t1	g24882.t1	274	No	No
g24883.t1	g24883.t1	80	No	No
g24884.t1	g24884.t1	265	No	No
g24885.t1	g24885.t1	389	No	No
g24886.t1	g24886.t1	123	No	No
g24887.t1	g24887.t1	563	No	No
g24888.t1	g24888.t1	564	No	No
g24889.t1	g24889.t1	79	No	No
g24890.t1	g24890.t1	1736	No	No
g24891.t1	g24891.t1	80	No	No
g24892.t1	g24892.t1	586	No	No
g24893.t1	g24893.t1	91	Yes	No
g24894.t1	g24894.t1	268	No	No
g24895.t1	g24895.t1	109	No	No
g24896.t1	g24896.t1	162	No	No
g24897.t1	g24897.t1	414	No	No
g24898.t1	g24898.t1	5296	No	No
g24899.t1	g24899.t1	462	No	No
g24900.t1	g24900.t1	544	No	No
g24901.t1	g24901.t1	301	No	No
g24902.t1	g24902.t1	476	No	No
g24903.t1	g24903.t1	493	No	No
g24904.t1	g24904.t1	169	No	No
g24905.t1	g24905.t1	94	No	No
g24906.t1	g24906.t1	204	No	No
g24907.t1	g24907.t1	802	No	No
g24908.t1	g24908.t1	61	No	No
g24909.t1	g24909.t1	93	No	No
g24910.t2	g24910.t2	405	No	No
g24911.t1	g24911.t1	112	No	No
g24912.t1	g24912.t1	91	No	No
g24913.t1	g24913.t1	137	No	No
g24914.t1	g24914.t1	68	No	No
g24915.t1	g24915.t1	107	No	No
g24916.t1	g24916.t1	491	No	No
g24917.t1	g24917.t1	369	No	No
g24918.t1	g24918.t1	386	No	No
g24919.t1	g24919.t1	534	No	No
g24920.t1	g24920.t1	158	No	No
g24921.t1	g24921.t1	395	No	No
g24922.t1	g24922.t1	172	No	No
g24923.t1	g24923.t1	904	No	No
g24924.t1	g24924.t1	674	No	No
g24925.t1	g24925.t1	1154	No	No
g24926.t1	g24926.t1	123	No	No
g24927.t1	g24927.t1	67	No	No
g24928.t1	g24928.t1	93	No	No
g24929.t1	g24929.t1	219	No	No
g24930.t3	g24930.t3	1098	No	No
g24931.t1	g24931.t1	553	No	No
g24932.t1	g24932.t1	483	Yes	No
g24933.t1	g24933.t1	785	No	No
g24934.t1	g24934.t1	276	No	No
g24935.t1	g24935.t1	307	No	No
g24936.t1	g24936.t1	131	No	No
g24937.t1	g24937.t1	388	No	No
g24938.t1	g24938.t1	273	No	No
g24939.t1	g24939.t1	1836	No	No
g24940.t1	g24940.t1	825	No	No
g24941.t1	g24941.t1	259	No	No
g24942.t1	g24942.t1	847	No	No
g24943.t1	g24943.t1	137	No	No
g24944.t1	g24944.t1	1880	No	No
g24945.t1	g24945.t1	81	No	No
g24946.t1	g24946.t1	708	No	No
g24947.t1	g24947.t1	263	No	No
g24948.t1	g24948.t1	159	No	No
g24949.t1	g24949.t1	158	No	No
g24950.t1	g24950.t1	79	No	No
g24951.t1	g24951.t1	183	No	No
g24952.t1	g24952.t1	514	No	No
g24953.t1	g24953.t1	866	No	No
g24954.t1	g24954.t1	79	No	No
g24955.t1	g24955.t1	141	No	No
g24956.t2	g24956.t2	887	No	No
g24957.t1	g24957.t1	476	No	No
g24958.t1	g24958.t1	145	No	No
g24959.t1	g24959.t1	292	No	No
g24960.t1	g24960.t1	107	No	No
g24961.t1	g24961.t1	293	No	No
g24962.t1	g24962.t1	112	No	No
g24963.t1	g24963.t1	422	No	No
g24964.t1	g24964.t1	196	No	No
g24965.t1	g24965.t1	103	No	No
g24966.t1	g24966.t1	597	No	No
g24967.t1	g24967.t1	75	No	No
g24968.t1	g24968.t1	446	No	No
g24969.t1	g24969.t1	265	No	No
g24970.t1	g24970.t1	414	No	No
g24971.t1	g24971.t1	123	No	No
g24972.t1	g24972.t1	156	No	No
g24973.t1	g24973.t1	249	No	No
g24974.t1	g24974.t1	151	No	No
g24975.t1	g24975.t1	533	No	No
g24976.t1	g24976.t1	850	No	No
g24977.t1	g24977.t1	309	No	No
g24978.t1	g24978.t1	187	No	No
g24979.t1	g24979.t1	135	No	No
g24980.t1	g24980.t1	1280	No	No
g24981.t1	g24981.t1	559	No	No
g24982.t1	g24982.t1	66	No	No
g24983.t1	g24983.t1	125	No	No
g24984.t1	g24984.t1	242	No	No
g24985.t1	g24985.t1	131	No	No
g24986.t1	g24986.t1	665	No	No
g24987.t1	g24987.t1	494	No	No
g24988.t1	g24988.t1	656	No	No
g24989.t1	g24989.t1	424	No	No
g24990.t1	g24990.t1	159	No	No
g24991.t1	g24991.t1	185	No	No
g24992.t1	g24992.t1	176	Yes	No
g24993.t1	g24993.t1	80	No	No
g24994.t1	g24994.t1	80	No	No
g24995.t1	g24995.t1	356	Yes	No
g24996.t1	g24996.t1	178	No	No
g24997.t1	g24997.t1	68	No	No
g24998.t1	g24998.t1	609	No	No
g24999.t3	g24999.t3	527	No	No
g25000.t1	g25000.t1	334	No	No
g25001.t1	g25001.t1	239	No	No
g25002.t1	g25002.t1	606	No	No
g25003.t1	g25003.t1	177	No	No
g25004.t1	g25004.t1	256	No	No
g25005.t1	g25005.t1	316	No	No
g25006.t1	g25006.t1	94	No	No
g25007.t1	g25007.t1	87	No	No
g25008.t1	g25008.t1	775	No	No
g25009.t1	g25009.t1	179	No	No
g25010.t1	g25010.t1	330	No	No
g25011.t1	g25011.t1	112	No	No
g25012.t1	g25012.t1	478	Yes	No
g25013.t1	g25013.t1	147	No	No
g25014.t1	g25014.t1	437	No	No
g25015.t1	g25015.t1	101	No	No
g25016.t1	g25016.t1	283	No	No
g25017.t1	g25017.t1	91	No	No
g25018.t1	g25018.t1	90	No	No
g25019.t1	g25019.t1	248	No	No
g25020.t1	g25020.t1	91	No	No
g25021.t1	g25021.t1	307	No	No
g25022.t1	g25022.t1	1230	No	No
g25023.t1	g25023.t1	1201	No	No
g25024.t1	g25024.t1	1339	No	No
g25025.t1	g25025.t1	1050	No	No
g25026.t1	g25026.t1	949	No	No
g25027.t1	g25027.t1	238	No	No
g25028.t1	g25028.t1	107	No	No
g25029.t1	g25029.t1	942	No	No
g25030.t1	g25030.t1	2350	No	No
g25031.t1	g25031.t1	391	No	No
g25032.t1	g25032.t1	119	No	No
g25033.t1	g25033.t1	100	No	No
g25034.t1	g25034.t1	302	No	No
g25035.t1	g25035.t1	1228	No	No
g25036.t1	g25036.t1	84	No	No
g25037.t2	g25037.t2	883	No	No
g25038.t1	g25038.t1	535	No	No
g25039.t1	g25039.t1	89	No	No
g25040.t1	g25040.t1	706	No	No
g25041.t1	g25041.t1	392	No	No
g25042.t1	g25042.t1	600	No	No
g25043.t1	g25043.t1	362	No	No
g25044.t1	g25044.t1	171	No	No
g25045.t1	g25045.t1	171	No	No
g25046.t1	g25046.t1	1007	No	No
g25047.t1	g25047.t1	301	No	No
g25048.t1	g25048.t1	765	No	No
g25049.t1	g25049.t1	381	No	No
g25050.t1	g25050.t1	454	No	No
g25051.t1	g25051.t1	485	No	No
g25052.t1	g25052.t1	1514	No	No
g25053.t1	g25053.t1	282	No	No
g25054.t1	g25054.t1	460	Yes	No
g25055.t1	g25055.t1	139	Yes	No
g25056.t1	g25056.t1	775	No	No
g25057.t1	g25057.t1	609	No	No
g25058.t1	g25058.t1	268	No	No
g25059.t1	g25059.t1	461	No	No
g25060.t1	g25060.t1	86	No	No
g25061.t1	g25061.t1	219	Yes	No
g25062.t2	g25062.t2	270	No	No
g25063.t1	g25063.t1	374	No	No
g25064.t1	g25064.t1	745	No	No
g25065.t1	g25065.t1	281	No	No
g25066.t1	g25066.t1	359	No	No
g25067.t1	g25067.t1	143	No	No
g25068.t1	g25068.t1	221	No	No
g25069.t1	g25069.t1	191	No	No
g25070.t1	g25070.t1	143	No	No
g25071.t1	g25071.t1	177	No	No
g25072.t1	g25072.t1	1681	No	No
g25073.t1	g25073.t1	293	No	No
g25074.t1	g25074.t1	79	No	No
g25075.t1	g25075.t1	92	No	No
g25076.t1	g25076.t1	214	No	No
g25077.t1	g25077.t1	1306	No	No
g25078.t1	g25078.t1	66	Yes	No
g25079.t1	g25079.t1	82	No	No
g25080.t1	g25080.t1	118	No	No
g25081.t1	g25081.t1	112	No	No
g25082.t1	g25082.t1	106	No	No
g25083.t1	g25083.t1	83	No	No
g25084.t1	g25084.t1	141	No	No
g25085.t1	g25085.t1	395	No	No
g25086.t1	g25086.t1	558	No	No
g25087.t1	g25087.t1	264	No	No
g25088.t1	g25088.t1	292	No	No
g25089.t1	g25089.t1	182	No	No
g25090.t1	g25090.t1	86	No	No
g25091.t1	g25091.t1	1024	No	No
g25092.t1	g25092.t1	319	No	No
g25093.t1	g25093.t1	151	No	No
g25094.t1	g25094.t1	133	No	No
g25095.t1	g25095.t1	158	No	No
g25096.t1	g25096.t1	118	No	No
g25097.t1	g25097.t1	172	No	No
g25098.t1	g25098.t1	75	No	No
g25099.t1	g25099.t1	71	No	No
g25100.t1	g25100.t1	73	No	No
g25101.t1	g25101.t1	632	No	No
g25102.t1	g25102.t1	104	No	No
g25103.t1	g25103.t1	153	No	No
g25104.t1	g25104.t1	451	No	No
g25105.t1	g25105.t1	151	No	No
g25106.t1	g25106.t1	68	No	No
g25107.t1	g25107.t1	82	No	No
g25108.t3	g25108.t3	977	No	No
g25109.t1	g25109.t1	376	No	No
g25110.t1	g25110.t1	148	No	No
g25111.t1	g25111.t1	111	No	No
g25112.t1	g25112.t1	342	No	No
g25113.t1	g25113.t1	788	No	No
g25114.t1	g25114.t1	763	No	No
g25115.t1	g25115.t1	136	No	No
g25116.t1	g25116.t1	107	No	No
g25117.t1	g25117.t1	304	No	No
g25118.t1	g25118.t1	308	No	No
g25119.t1	g25119.t1	283	No	No
g25120.t1	g25120.t1	734	No	No
g25121.t1	g25121.t1	1160	No	No
g25122.t1	g25122.t1	1008	No	No
g25123.t3	g25123.t3	187	No	No
g25124.t1	g25124.t1	823	No	No
g25125.t1	g25125.t1	229	No	No
g25126.t1	g25126.t1	283	No	No
g25127.t1	g25127.t1	268	No	No
g25128.t1	g25128.t1	405	No	No
g25129.t1	g25129.t1	552	No	No
g25130.t1	g25130.t1	772	No	No
g25131.t1	g25131.t1	139	No	No
g25132.t1	g25132.t1	286	No	No
g25133.t1	g25133.t1	138	No	No
g25134.t1	g25134.t1	774	No	No
g25135.t1	g25135.t1	75	No	No
g25136.t2	g25136.t2	949	No	No
g25137.t2	g25137.t2	533	No	No
g25138.t1	g25138.t1	94	No	No
g25139.t1	g25139.t1	124	No	No
g25140.t1	g25140.t1	74	No	No
g25141.t1	g25141.t1	79	No	No
g25142.t1	g25142.t1	67	No	No
g25143.t1	g25143.t1	84	No	No
g25144.t1	g25144.t1	205	No	No
g25145.t1	g25145.t1	87	No	No
g25146.t1	g25146.t1	83	No	No
g25147.t1	g25147.t1	107	No	No
g25148.t1	g25148.t1	114	No	No
g25149.t1	g25149.t1	120	No	No
g25150.t1	g25150.t1	733	No	No
g25151.t1	g25151.t1	109	No	No
g25152.t1	g25152.t1	658	No	No
g25153.t1	g25153.t1	917	No	No
g25154.t1	g25154.t1	365	No	No
g25155.t1	g25155.t1	275	No	No
g25156.t1	g25156.t1	442	No	No
g25157.t1	g25157.t1	78	No	No
g25158.t1	g25158.t1	378	No	No
g25159.t1	g25159.t1	516	No	No
g25160.t1	g25160.t1	494	No	No
g25161.t1	g25161.t1	129	No	No
g25162.t1	g25162.t1	780	No	No
g25163.t1	g25163.t1	301	Yes	No
g25164.t1	g25164.t1	138	Yes	No
g25165.t2	g25165.t2	190	Yes	No
g25166.t1	g25166.t1	237	No	No
g25167.t1	g25167.t1	116	No	No
g25168.t3	g25168.t3	614	No	No
g25169.t1	g25169.t1	431	No	No
g25170.t1	g25170.t1	71	No	No
g25171.t1	g25171.t1	125	No	No
g25172.t1	g25172.t1	307	No	No
g25173.t1	g25173.t1	796	No	No
g25174.t1	g25174.t1	978	No	No
g25175.t1	g25175.t1	110	No	No
g25176.t1	g25176.t1	1592	No	No
g25177.t1	g25177.t1	97	No	No
g25178.t1	g25178.t1	907	No	No
g25179.t1	g25179.t1	82	No	No
g25180.t1	g25180.t1	342	No	No
g25181.t1	g25181.t1	467	No	No
g25182.t1	g25182.t1	455	Yes	No
g25183.t1	g25183.t1	309	No	No
g25184.t1	g25184.t1	552	No	No
g25185.t1	g25185.t1	53	No	No
g25186.t1	g25186.t1	89	No	No
g25187.t1	g25187.t1	181	No	No
g25188.t1	g25188.t1	81	No	No
g25189.t1	g25189.t1	117	No	No
g25190.t1	g25190.t1	369	No	No
g25191.t1	g25191.t1	139	No	No
g25192.t1	g25192.t1	1726	No	No
g25193.t1	g25193.t1	107	No	No
g25194.t1	g25194.t1	94	No	No
g25195.t1	g25195.t1	786	No	No
g25196.t1	g25196.t1	148	No	No
g25197.t1	g25197.t1	93	No	No
g25198.t1	g25198.t1	794	No	No
g25199.t1	g25199.t1	437	No	No
g25200.t1	g25200.t1	144	No	No
g25201.t1	g25201.t1	141	No	No
g25202.t1	g25202.t1	121	No	No
g25203.t1	g25203.t1	226	No	No
g25204.t1	g25204.t1	88	No	No
g25205.t1	g25205.t1	72	No	No
g25206.t1	g25206.t1	79	No	No
g25207.t1	g25207.t1	126	Yes	No
g25208.t1	g25208.t1	160	No	No
g25209.t1	g25209.t1	576	No	No
g25210.t1	g25210.t1	367	No	No
g25211.t1	g25211.t1	229	No	No
g25212.t1	g25212.t1	199	No	No
g25213.t1	g25213.t1	183	No	No
g25214.t1	g25214.t1	153	No	No
g25215.t1	g25215.t1	582	No	No
g25216.t1	g25216.t1	1033	No	No
g25217.t1	g25217.t1	328	No	No
g25218.t1	g25218.t1	329	No	No
g25219.t1	g25219.t1	148	Yes	No
g25220.t1	g25220.t1	279	No	No
g25221.t1	g25221.t1	106	No	No
g25222.t1	g25222.t1	217	No	No
g25223.t1	g25223.t1	104	No	No
g25224.t1	g25224.t1	133	Yes	No
g25225.t1	g25225.t1	211	No	No
g25226.t1	g25226.t1	1525	Yes	No
g25227.t1	g25227.t1	151	No	No
g25228.t1	g25228.t1	309	No	No
g25229.t1	g25229.t1	233	No	No
g25230.t1	g25230.t1	506	No	No
g25231.t1	g25231.t1	420	No	No
g25232.t1	g25232.t1	653	No	No
g25233.t1	g25233.t1	621	No	No
g25234.t1	g25234.t1	459	No	No
g25235.t1	g25235.t1	108	No	No
g25236.t1	g25236.t1	641	No	No
g25237.t1	g25237.t1	117	No	No
g25238.t1	g25238.t1	70	No	No
g25239.t1	g25239.t1	245	No	No
g25240.t1	g25240.t1	211	No	No
g25241.t1	g25241.t1	244	No	No
g25242.t1	g25242.t1	172	No	No
g25243.t1	g25243.t1	99	No	No
g25244.t1	g25244.t1	348	No	No
g25245.t1	g25245.t1	418	No	No
g25246.t1	g25246.t1	514	No	No
g25247.t1	g25247.t1	201	No	No
g25248.t1	g25248.t1	473	No	No
g25249.t1	g25249.t1	557	Yes	No
g25250.t1	g25250.t1	190	Yes	No
g25251.t1	g25251.t1	127	No	No
g25252.t1	g25252.t1	193	No	No
g25253.t1	g25253.t1	478	No	No
g25254.t1	g25254.t1	165	No	No
g25255.t1	g25255.t1	94	No	No
g25256.t1	g25256.t1	98	No	No
g25257.t1	g25257.t1	362	No	No
g25258.t1	g25258.t1	171	No	No
g25259.t1	g25259.t1	83	No	No
g25260.t1	g25260.t1	513	Yes	No
g25261.t1	g25261.t1	337	No	No
g25262.t1	g25262.t1	472	No	No
g25263.t1	g25263.t1	291	No	No
g25264.t1	g25264.t1	936	No	No
g25265.t1	g25265.t1	48	Yes	No
g25266.t1	g25266.t1	126	No	No
g25267.t1	g25267.t1	394	No	No
g25268.t1	g25268.t1	532	No	No
g25269.t1	g25269.t1	67	No	No
g25270.t1	g25270.t1	483	No	No
g25271.t1	g25271.t1	69	No	No
g25272.t1	g25272.t1	58	No	No
g25273.t1	g25273.t1	607	No	No
g25274.t1	g25274.t1	584	No	No
g25275.t1	g25275.t1	409	No	No
g25276.t1	g25276.t1	317	No	No
g25277.t2	g25277.t2	680	No	No
g25278.t1	g25278.t1	109	No	No
g25279.t1	g25279.t1	176	No	No
g25280.t1	g25280.t1	532	No	No
g25281.t1	g25281.t1	298	No	No
g25282.t1	g25282.t1	224	No	No
g25283.t1	g25283.t1	582	No	No
g25284.t1	g25284.t1	337	No	No
g25285.t1	g25285.t1	113	No	No
g25286.t1	g25286.t1	612	No	No
g25287.t1	g25287.t1	1754	Yes	No
g25288.t1	g25288.t1	543	No	No
g25289.t1	g25289.t1	68	No	No
g25290.t1	g25290.t1	99	No	No
g25291.t2	g25291.t2	1276	No	No
g25292.t1	g25292.t1	96	No	No
g25293.t1	g25293.t1	360	No	No
g25294.t1	g25294.t1	423	No	No
g25295.t1	g25295.t1	258	No	No
g25296.t1	g25296.t1	67	No	No
g25297.t1	g25297.t1	1385	No	No
g25298.t1	g25298.t1	107	No	No
g25299.t1	g25299.t1	322	No	No
g25300.t1	g25300.t1	507	Yes	No
g25301.t1	g25301.t1	1104	No	No
g25302.t1	g25302.t1	93	Yes	No
g25303.t1	g25303.t1	242	No	No
g25304.t1	g25304.t1	173	No	No
g25305.t1	g25305.t1	149	Yes	No
g25306.t1	g25306.t1	600	No	No
g25307.t1	g25307.t1	491	No	No
g25308.t1	g25308.t1	211	No	No
g25309.t1	g25309.t1	253	No	No
g25310.t1	g25310.t1	209	No	No
g25311.t1	g25311.t1	96	No	No
g25312.t1	g25312.t1	1310	No	No
g25313.t1	g25313.t1	118	No	No
g25314.t1	g25314.t1	148	No	No
g25315.t1	g25315.t1	480	No	No
g25316.t1	g25316.t1	448	No	No
g25317.t1	g25317.t1	110	No	No
g25318.t1	g25318.t1	184	No	No
g25319.t1	g25319.t1	122	No	No
g25320.t1	g25320.t1	56	No	No
g25321.t1	g25321.t1	125	No	No
g25322.t1	g25322.t1	356	No	No
g25323.t1	g25323.t1	161	No	No
g25324.t1	g25324.t1	151	No	No
g25325.t1	g25325.t1	175	No	No
g25326.t1	g25326.t1	91	Yes	No
g25327.t1	g25327.t1	67	No	No
g25328.t1	g25328.t1	101	No	No
g25329.t1	g25329.t1	73	No	No
g25330.t1	g25330.t1	1013	No	No
g25331.t1	g25331.t1	245	No	No
g25332.t1	g25332.t1	207	No	No
g25333.t1	g25333.t1	253	No	No
g25334.t1	g25334.t1	128	No	No
g25335.t2	g25335.t2	149	No	No
g25336.t1	g25336.t1	69	No	No
g25337.t1	g25337.t1	99	No	No
g25338.t1	g25338.t1	93	No	No
g25339.t1	g25339.t1	196	No	No
g25340.t1	g25340.t1	147	No	No
g25341.t1	g25341.t1	240	No	No
g25342.t1	g25342.t1	309	No	No
g25343.t1	g25343.t1	561	No	No
g25344.t1	g25344.t1	343	No	No
g25345.t1	g25345.t1	252	No	No
g25346.t1	g25346.t1	262	No	No
g25347.t1	g25347.t1	149	No	No
g25348.t1	g25348.t1	264	No	No
g25349.t1	g25349.t1	886	No	No
g25350.t2	g25350.t2	653	No	No
g25351.t1	g25351.t1	208	No	No
g25352.t1	g25352.t1	540	No	No
g25353.t1	g25353.t1	278	No	No
g25354.t1	g25354.t1	230	No	No
g25355.t1	g25355.t1	696	No	No
g25356.t1	g25356.t1	645	No	No
g25357.t1	g25357.t1	295	No	No
g25358.t1	g25358.t1	118	No	No
g25359.t1	g25359.t1	37	No	No
g25360.t1	g25360.t1	426	No	No
g25361.t1	g25361.t1	146	No	No
g25362.t1	g25362.t1	415	No	No
g25363.t1	g25363.t1	123	No	No
g25364.t2	g25364.t2	1737	No	No
g25365.t1	g25365.t1	176	No	No
g25366.t1	g25366.t1	505	No	No
g25367.t1	g25367.t1	75	No	No
g25368.t1	g25368.t1	510	No	No
g25369.t1	g25369.t1	136	No	No
g25370.t1	g25370.t1	508	No	No
g25371.t1	g25371.t1	139	No	No
g25372.t1	g25372.t1	97	No	No
g25373.t1	g25373.t1	99	No	No
g25374.t1	g25374.t1	78	No	No
g25375.t1	g25375.t1	106	No	No
g25376.t1	g25376.t1	383	No	No
g25377.t1	g25377.t1	27	Yes	No
g25378.t1	g25378.t1	93	No	No
g25379.t1	g25379.t1	400	No	No
g25380.t1	g25380.t1	76	No	No
g25381.t1	g25381.t1	141	No	No
g25382.t1	g25382.t1	129	No	No
g25383.t1	g25383.t1	80	No	No
g25384.t1	g25384.t1	805	No	No
g25385.t1	g25385.t1	168	No	No
g25386.t1	g25386.t1	816	No	No
g25387.t1	g25387.t1	831	No	No
g25388.t1	g25388.t1	120	No	No
g25389.t1	g25389.t1	81	No	No
g25390.t1	g25390.t1	204	No	No
g25391.t1	g25391.t1	100	No	No
g25392.t1	g25392.t1	258	No	No
g25393.t1	g25393.t1	586	Yes	No
g25394.t2	g25394.t2	1444	No	No
g25395.t1	g25395.t1	401	No	No
g25396.t1	g25396.t1	178	No	No
g25397.t1	g25397.t1	113	Yes	No
g25398.t1	g25398.t1	243	No	No
g25399.t1	g25399.t1	449	No	No
g25400.t1	g25400.t1	261	No	No
g25401.t1	g25401.t1	113	No	No
g25402.t1	g25402.t1	337	No	No
g25403.t1	g25403.t1	88	No	No
g25404.t1	g25404.t1	108	No	No
g25405.t1	g25405.t1	241	No	No
g25406.t1	g25406.t1	436	No	No
g25407.t1	g25407.t1	1227	No	No
g25408.t1	g25408.t1	560	No	No
g25409.t1	g25409.t1	215	No	No
g25410.t1	g25410.t1	156	No	No
g25411.t1	g25411.t1	80	No	No
g25412.t1	g25412.t1	90	No	No
g25413.t1	g25413.t1	278	No	No
g25414.t1	g25414.t1	164	No	No
g25415.t1	g25415.t1	152	No	No
g25416.t1	g25416.t1	307	No	No
g25417.t1	g25417.t1	392	No	No
